season,stateoc,agecat,osh,rcu,pi
5,AZ,3,0,351,54
5,AZ,3,1,467,30
5,AZ,4,0,1185,236
5,AZ,4,1,1936,93
5,AZ,5,0,4019,887
5,AZ,5,1,12426,711
5,CA,1,0,231,26
5,CA,1,1,86,20
5,CA,2,0,116,18
5,CA,2,1,98,16
5,CA,3,0,2401,430
5,CA,3,1,2859,160
5,CA,4,0,7468,1309
5,CA,4,1,9695,359
5,CA,5,0,30024,7476
5,CA,5,1,61165,3557
5,CO,1,0,28,7
5,CO,1,1,7,2
5,CO,2,0,16,4
5,CO,2,1,9,3
5,CO,3,0,210,34
5,CO,3,1,420,49
5,CO,4,0,679,131
5,CO,4,1,1338,79
5,CO,5,0,2611,570
5,CO,5,1,8568,787
5,CT,1,0,12,1
5,CT,1,1,8,0
5,CT,2,0,8,0
5,CT,2,1,4,0
5,CT,3,0,164,22
5,CT,3,1,230,7
5,CT,4,0,642,84
5,CT,4,1,854,18
5,CT,5,0,4005,842
5,CT,5,1,7207,494
5,DC,1,0,23,4
5,DC,1,1,3,0
5,DC,2,0,11,2
5,DC,2,1,3,0
5,DC,3,0,96,17
5,DC,3,1,62,4
5,DC,4,0,285,41
5,DC,4,1,241,8
5,DC,5,0,763,118
5,DC,5,1,782,35
5,DE,1,0,14,1
5,DE,1,1,3,1
5,DE,2,0,5,2
5,DE,2,1,2,0
5,DE,3,0,43,6
5,DE,3,1,90,4
5,DE,4,0,177,33
5,DE,4,1,301,12
5,DE,5,0,722,188
5,DE,5,1,2024,142
5,FL,1,0,136,12
5,FL,1,1,43,8
5,FL,2,0,58,7
5,FL,2,1,30,3
5,FL,3,0,1331,235
5,FL,3,1,1520,93
5,FL,4,0,4361,716
5,FL,4,1,6240,236
5,FL,5,0,19271,3645
5,FL,5,1,42208,2327
5,GA,1,0,71,7
5,GA,1,1,37,9
5,GA,2,0,43,5
5,GA,2,1,33,3
5,GA,3,0,792,118
5,GA,3,1,1122,52
5,GA,4,0,2354,382
5,GA,4,1,3789,141
5,GA,5,0,7282,1544
5,GA,5,1,16450,910
5,HI,1,0,9,0
5,HI,1,1,2,1
5,HI,2,0,4,2
5,HI,2,1,0,0
5,HI,3,0,89,9
5,HI,3,1,100,5
5,HI,4,0,268,42
5,HI,4,1,374,29
5,HI,5,0,1249,303
5,HI,5,1,2230,283
5,IA,1,0,23,2
5,IA,1,1,10,4
5,IA,2,0,9,2
5,IA,2,1,5,1
5,IA,3,0,139,18
5,IA,3,1,221,17
5,IA,4,0,539,90
5,IA,4,1,963,67
5,IA,5,0,2961,662
5,IA,5,1,7322,782
5,ID,1,0,1,0
5,ID,1,1,3,0
5,ID,2,0,3,2
5,ID,2,1,2,1
5,ID,3,0,73,13
5,ID,3,1,110,10
5,ID,4,0,251,32
5,ID,4,1,419,20
5,ID,5,0,1023,253
5,ID,5,1,2853,219
5,IL,1,0,52,7
5,IL,1,1,29,7
5,IL,2,0,25,5
5,IL,2,1,34,7
5,IL,3,0,649,101
5,IL,3,1,942,48
5,IL,4,0,2267,426
5,IL,4,1,3497,128
5,IL,5,0,11167,2591
5,IL,5,1,21635,1721
5,IN,1,0,36,6
5,IN,1,1,33,8
5,IN,2,0,23,4
5,IN,2,1,13,3
5,IN,3,0,527,79
5,IN,3,1,673,40
5,IN,4,0,1821,308
5,IN,4,1,2368,127
5,IN,5,0,7395,1687
5,IN,5,1,13603,1140
5,KS,1,0,8,2
5,KS,1,1,9,1
5,KS,2,0,5,2
5,KS,2,1,6,0
5,KS,3,0,127,22
5,KS,3,1,236,17
5,KS,4,0,557,111
5,KS,4,1,820,37
5,KS,5,0,2436,612
5,KS,5,1,5744,498
5,KY,1,0,17,0
5,KY,1,1,11,2
5,KY,2,0,10,1
5,KY,2,1,7,2
5,KY,3,0,388,70
5,KY,3,1,625,35
5,KY,4,0,1509,301
5,KY,4,1,1912,64
5,KY,5,0,5583,1536
5,KY,5,1,8670,750
5,LA,1,0,28,7
5,LA,1,1,16,4
5,LA,2,0,15,4
5,LA,2,1,14,0
5,LA,3,0,370,45
5,LA,3,1,621,40
5,LA,4,0,1234,192
5,LA,4,1,1955,74
5,LA,5,0,4258,873
5,LA,5,1,7882,300
5,MA,1,0,45,3
5,MA,1,1,7,2
5,MA,2,0,18,2
5,MA,2,1,9,1
5,MA,3,0,359,58
5,MA,3,1,377,15
5,MA,4,0,1293,275
5,MA,4,1,1633,71
5,MA,5,0,6767,1786
5,MA,5,1,12882,1271
5,MD,1,0,23,1
5,MD,1,1,12,6
5,MD,2,0,4,1
5,MD,2,1,12,5
5,MD,3,0,294,60
5,MD,3,1,470,33
5,MD,4,0,994,221
5,MD,4,1,1718,59
5,MD,5,0,4434,1237
5,MD,5,1,10118,802
5,ME,1,0,5,1
5,ME,1,1,3,0
5,ME,2,0,2,1
5,ME,2,1,0,0
5,ME,3,0,51,8
5,ME,3,1,82,5
5,ME,4,0,274,55
5,ME,4,1,423,11
5,ME,5,0,1516,380
5,ME,5,1,3025,301
5,MI,1,0,51,7
5,MI,1,1,26,8
5,MI,2,0,27,3
5,MI,2,1,18,4
5,MI,3,0,574,117
5,MI,3,1,930,67
5,MI,4,0,2203,406
5,MI,4,1,3607,143
5,MI,5,0,10176,2301
5,MI,5,1,20445,1281
5,MN,1,0,35,4
5,MN,1,1,17,8
5,MN,2,0,18,6
5,MN,2,1,14,1
5,MN,3,0,221,41
5,MN,3,1,340,23
5,MN,4,0,750,138
5,MN,4,1,1231,77
5,MN,5,0,3776,860
5,MN,5,1,10316,947
5,MO,1,0,42,2
5,MO,1,1,26,6
5,MO,2,0,17,3
5,MO,2,1,24,3
5,MO,3,0,405,69
5,MO,3,1,640,32
5,MO,4,0,1540,289
5,MO,4,1,2410,94
5,MO,5,0,6474,1549
5,MO,5,1,13176,1040
5,MS,1,0,23,6
5,MS,1,1,13,4
5,MS,2,0,10,2
5,MS,2,1,18,1
5,MS,3,0,284,32
5,MS,3,1,564,12
5,MS,4,0,1055,178
5,MS,4,1,1603,31
5,MS,5,0,3922,959
5,MS,5,1,5795,180
5,MT,1,0,3,0
5,MT,1,1,3,0
5,MT,2,0,4,2
5,MT,2,1,2,0
5,MT,3,0,55,9
5,MT,3,1,64,4
5,MT,4,0,210,33
5,MT,4,1,293,11
5,MT,5,0,871,182
5,MT,5,1,2044,182
5,NC,1,0,60,6
5,NC,1,1,22,6
5,NC,2,0,29,5
5,NC,2,1,16,3
5,NC,3,0,701,127
5,NC,3,1,803,51
5,NC,4,0,2284,451
5,NC,4,1,3318,142
5,NC,5,0,8991,2315
5,NC,5,1,18462,1754
5,ND,1,0,6,1
5,ND,1,1,2,0
5,ND,2,0,1,0
5,ND,2,1,1,0
5,ND,3,0,74,13
5,ND,3,1,73,3
5,ND,4,0,186,41
5,ND,4,1,206,12
5,ND,5,0,965,218
5,ND,5,1,1381,161
5,NE,1,0,16,3
5,NE,1,1,5,1
5,NE,2,0,8,1
5,NE,2,1,5,0
5,NE,3,0,127,31
5,NE,3,1,138,13
5,NE,4,0,403,80
5,NE,4,1,583,38
5,NE,5,0,1911,463
5,NE,5,1,4215,350
5,NH,1,0,1,1
5,NH,1,1,2,0
5,NH,2,0,2,0
5,NH,2,1,4,0
5,NH,3,0,49,13
5,NH,3,1,67,4
5,NH,4,0,202,37
5,NH,4,1,314,12
5,NH,5,0,1171,293
5,NH,5,1,2611,203
5,NJ,1,0,27,4
5,NJ,1,1,17,2
5,NJ,2,0,13,5
5,NJ,2,1,21,1
5,NJ,3,0,469,68
5,NJ,3,1,593,20
5,NJ,4,0,1711,249
5,NJ,4,1,2246,55
5,NJ,5,0,9191,1623
5,NJ,5,1,16416,899
5,NM,1,0,9,2
5,NM,1,1,8,3
5,NM,2,0,7,0
5,NM,2,1,2,0
5,NM,3,0,111,39
5,NM,3,1,193,20
5,NM,4,0,315,68
5,NM,4,1,579,45
5,NM,5,0,1233,355
5,NM,5,1,3728,295
5,NV,1,0,13,4
5,NV,1,1,6,3
5,NV,2,0,6,3
5,NV,2,1,4,0
5,NV,3,0,231,49
5,NV,3,1,293,11
5,NV,4,0,722,185
5,NV,4,1,932,31
5,NV,5,0,2639,686
5,NV,5,1,4243,172
5,NY,1,0,106,13
5,NY,1,1,52,16
5,NY,2,0,63,10
5,NY,2,1,41,5
5,NY,3,0,1149,193
5,NY,3,1,1426,81
5,NY,4,0,4458,703
5,NY,4,1,5022,157
5,NY,5,0,22906,5224
5,NY,5,1,35175,2083
5,OH,1,0,88,7
5,OH,1,1,29,5
5,OH,2,0,35,2
5,OH,2,1,18,1
5,OH,3,0,740,123
5,OH,3,1,1178,62
5,OH,4,0,2662,443
5,OH,4,1,4529,229
5,OH,5,0,11007,2318
5,OH,5,1,28448,2444
5,OK,1,0,23,5
5,OK,1,1,10,6
5,OK,2,0,12,4
5,OK,2,1,11,3
5,OK,3,0,338,55
5,OK,3,1,494,27
5,OK,4,0,1207,246
5,OK,4,1,1705,75
5,OK,5,0,4295,1067
5,OK,5,1,8282,541
5,OR,1,0,8,0
5,OR,1,1,11,4
5,OR,2,0,6,1
5,OR,2,1,13,0
5,OR,3,0,175,31
5,OR,3,1,247,18
5,OR,4,0,683,103
5,OR,4,1,1095,51
5,OR,5,0,3022,632
5,OR,5,1,7917,536
5,PA,1,0,79,6
5,PA,1,1,41,11
5,PA,2,0,29,4
5,PA,2,1,22,8
5,PA,3,0,775,129
5,PA,3,1,936,54
5,PA,4,0,2969,490
5,PA,4,1,3958,160
5,PA,5,0,14183,3086
5,PA,5,1,30692,2267
5,RI,1,0,7,2
5,RI,1,1,4,1
5,RI,2,0,2,0
5,RI,2,1,3,0
5,RI,3,0,53,10
5,RI,3,1,97,3
5,RI,4,0,207,35
5,RI,4,1,358,16
5,RI,5,0,928,228
5,RI,5,1,2758,281
5,SC,1,0,25,4
5,SC,1,1,19,4
5,SC,2,0,14,4
5,SC,2,1,11,3
5,SC,3,0,378,60
5,SC,3,1,650,37
5,SC,4,0,1303,208
5,SC,4,1,2029,84
5,SC,5,0,4543,1029
5,SC,5,1,9592,723
5,SD,1,0,4,2
5,SD,1,1,4,0
5,SD,2,0,1,0
5,SD,2,1,1,1
5,SD,3,0,50,7
5,SD,3,1,69,11
5,SD,4,0,144,26
5,SD,4,1,234,13
5,SD,5,0,889,220
5,SD,5,1,1900,234
5,TN,1,0,66,14
5,TN,1,1,29,10
5,TN,2,0,34,7
5,TN,2,1,14,6
5,TN,3,0,657,121
5,TN,3,1,871,38
5,TN,4,0,2184,454
5,TN,4,1,3047,120
5,TN,5,0,8003,2052
5,TN,5,1,13169,1099
5,TX,1,0,237,27
5,TX,1,1,60,19
5,TX,2,0,96,22
5,TX,2,1,56,14
5,TX,3,0,2054,352
5,TX,3,1,2184,135
5,TX,4,0,6158,1159
5,TX,4,1,7595,356
5,TX,5,0,21724,5074
5,TX,5,1,38614,2516
5,UT,1,0,30,2
5,UT,1,1,13,1
5,UT,2,0,9,4
5,UT,2,1,11,0
5,UT,3,0,141,26
5,UT,3,1,196,20
5,UT,4,0,363,79
5,UT,4,1,571,46
5,UT,5,0,1299,291
5,UT,5,1,4022,348
5,VA,1,0,41,3
5,VA,1,1,14,6
5,VA,2,0,22,7
5,VA,2,1,15,1
5,VA,3,0,397,51
5,VA,3,1,582,27
5,VA,4,0,1551,254
5,VA,4,1,2076,73
5,VA,5,0,7063,1550
5,VA,5,1,12556,914
5,VT,1,0,1,1
5,VT,1,1,1,0
5,VT,2,0,1,0
5,VT,2,1,0,0
5,VT,3,0,22,4
5,VT,3,1,36,1
5,VT,4,0,108,20
5,VT,4,1,199,4
5,VT,5,0,613,144
5,VT,5,1,1453,180
5,WA,1,0,34,6
5,WA,1,1,14,4
5,WA,2,0,19,6
5,WA,2,1,9,0
5,WA,3,0,408,69
5,WA,3,1,431,34
5,WA,4,0,1389,269
5,WA,4,1,1805,98
5,WA,5,0,5413,1135
5,WA,5,1,11607,1035
5,WI,1,0,26,4
5,WI,1,1,15,9
5,WI,2,0,6,2
5,WI,2,1,10,1
5,WI,3,0,236,40
5,WI,3,1,396,23
5,WI,4,0,887,163
5,WI,4,1,1506,85
5,WI,5,0,4890,1087
5,WI,5,1,11788,1061
5,WV,1,0,8,0
5,WV,1,1,4,0
5,WV,2,0,7,2
5,WV,2,1,4,0
5,WV,3,0,159,40
5,WV,3,1,222,8
5,WV,4,0,593,136
5,WV,4,1,795,47
5,WV,5,0,2518,702
5,WV,5,1,4564,397
5,WY,1,0,0,0
5,WY,1,1,4,3
5,WY,2,1,0,0
5,WY,3,0,21,3
5,WY,3,1,63,7
5,WY,4,0,74,16
5,WY,4,1,202,10
5,WY,5,0,360,102
5,WY,5,1,938,73
6,AK,1,0,4,0
6,AK,1,1,4,0
6,AK,2,0,1,0
6,AK,2,1,2,1
6,AK,3,0,52,9
6,AK,3,1,92,8
6,AK,4,0,114,20
6,AK,4,1,243,6
6,AK,5,0,381,68
6,AK,5,1,523,30
6,AL,1,0,51,3
6,AL,1,1,10,2
6,AL,2,0,16,2
6,AL,2,1,10,1
6,AL,3,0,584,79
6,AL,3,1,553,8
6,AL,4,0,1846,284
6,AL,4,1,1815,46
6,AL,5,0,5749,1104
6,AL,5,1,8532,289
6,AR,1,0,22,2
6,AR,1,1,18,5
6,AR,2,0,6,0
6,AR,2,1,7,0
6,AR,3,0,260,39
6,AR,3,1,463,26
6,AR,4,0,769,150
6,AR,4,1,1568,55
6,AR,5,0,2971,698
6,AR,5,1,6796,406
6,AZ,1,0,43,7
6,AZ,1,1,22,5
6,AZ,2,0,13,2
6,AZ,2,1,17,4
6,AZ,3,0,416,104
6,AZ,3,1,588,60
6,AZ,4,0,1270,291
6,AZ,4,1,2082,116
6,AZ,5,0,4617,1103
6,AZ,5,1,13402,800
6,CA,1,0,211,20
6,CA,1,1,83,20
6,CA,2,0,120,18
6,CA,2,1,89,15
6,CA,3,0,2556,462
6,CA,3,1,2856,163
6,CA,4,0,7914,1520
6,CA,4,1,10034,405
6,CA,5,0,31155,7496
6,CA,5,1,62227,3209
6,CO,1,0,31,4
6,CO,1,1,13,3
6,CO,2,0,16,3
6,CO,2,1,10,1
6,CO,3,0,283,42
6,CO,3,1,470,27
6,CO,4,0,729,138
6,CO,4,1,1577,83
6,CO,5,0,2574,531
6,CO,5,1,8844,605
6,CT,1,0,11,0
6,CT,1,1,8,0
6,CT,2,0,4,1
6,CT,2,1,7,2
6,CT,3,0,185,29
6,CT,3,1,206,4
6,CT,4,0,696,124
6,CT,4,1,850,30
6,CT,5,0,3852,724
6,CT,5,1,6979,349
6,DC,1,0,31,4
6,DC,1,1,5,1
6,DC,2,0,8,1
6,DC,2,1,2,0
6,DC,3,0,99,18
6,DC,3,1,54,1
6,DC,4,0,333,61
6,DC,4,1,203,7
6,DC,5,0,739,114
6,DC,5,1,745,31
6,DE,1,0,4,1
6,DE,1,1,0,0
6,DE,2,0,7,0
6,DE,2,1,4,1
6,DE,3,0,65,15
6,DE,3,1,74,2
6,DE,4,0,136,29
6,DE,4,1,281,9
6,DE,5,0,634,144
6,DE,5,1,1923,119
6,FL,1,0,133,9
6,FL,1,1,45,10
6,FL,2,0,43,11
6,FL,2,1,36,9
6,FL,3,0,1405,244
6,FL,3,1,1581,91
6,FL,4,0,4536,786
6,FL,4,1,6588,280
6,FL,5,0,19156,3311
6,FL,5,1,42353,2185
6,GA,1,0,87,7
6,GA,1,1,32,10
6,GA,2,0,37,4
6,GA,2,1,33,3
6,GA,3,0,865,130
6,GA,3,1,1179,43
6,GA,4,0,2537,397
6,GA,4,1,3905,121
6,GA,5,0,7145,1402
6,GA,5,1,16121,787
6,HI,1,0,10,0
6,HI,1,1,6,3
6,HI,2,0,3,1
6,HI,2,1,3,0
6,HI,3,0,93,11
6,HI,3,1,129,14
6,HI,4,0,252,50
6,HI,4,1,360,30
6,HI,5,0,1061,250
6,HI,5,1,2319,309
6,IA,1,0,12,1
6,IA,1,1,10,2
6,IA,2,0,5,0
6,IA,2,1,6,0
6,IA,3,0,120,15
6,IA,3,1,269,21
6,IA,4,0,522,96
6,IA,4,1,964,55
6,IA,5,0,2775,563
6,IA,5,1,6889,583
6,ID,1,0,6,0
6,ID,1,1,7,0
6,ID,2,0,5,0
6,ID,2,1,6,0
6,ID,3,0,71,11
6,ID,3,1,120,7
6,ID,4,0,257,47
6,ID,4,1,456,17
6,ID,5,0,1031,216
6,ID,5,1,3036,215
6,IL,1,0,58,4
6,IL,1,1,32,12
6,IL,2,0,26,5
6,IL,2,1,23,3
6,IL,3,0,654,127
6,IL,3,1,934,44
6,IL,4,0,2346,454
6,IL,4,1,3587,145
6,IL,5,0,10388,2188
6,IL,5,1,20651,1342
6,IN,1,0,53,6
6,IN,1,1,12,5
6,IN,2,0,25,8
6,IN,2,1,9,2
6,IN,3,0,505,93
6,IN,3,1,655,41
6,IN,4,0,1870,333
6,IN,4,1,2452,98
6,IN,5,0,6837,1367
6,IN,5,1,13041,931
6,KS,1,0,8,0
6,KS,1,1,4,1
6,KS,2,0,5,1
6,KS,2,1,8,0
6,KS,3,0,129,25
6,KS,3,1,218,7
6,KS,4,0,503,71
6,KS,4,1,916,47
6,KS,5,0,2267,478
6,KS,5,1,5476,438
6,KY,1,0,24,3
6,KY,1,1,15,5
6,KY,2,0,4,4
6,KY,2,1,10,3
6,KY,3,0,445,91
6,KY,3,1,589,22
6,KY,4,0,1443,313
6,KY,4,1,2037,63
6,KY,5,0,5338,1412
6,KY,5,1,8640,618
6,LA,1,0,42,8
6,LA,1,1,22,6
6,LA,2,0,12,3
6,LA,2,1,9,2
6,LA,3,0,353,41
6,LA,3,1,581,33
6,LA,4,0,1272,176
6,LA,4,1,1919,67
6,LA,5,0,4062,764
6,LA,5,1,7536,251
6,MA,1,0,29,4
6,MA,1,1,8,1
6,MA,2,0,18,4
6,MA,2,1,11,1
6,MA,3,0,341,55
6,MA,3,1,378,27
6,MA,4,0,1224,248
6,MA,4,1,1526,52
6,MA,5,0,6343,1511
6,MA,5,1,11845,990
6,MD,1,0,23,2
6,MD,1,1,15,6
6,MD,2,0,8,1
6,MD,2,1,11,2
6,MD,3,0,306,71
6,MD,3,1,532,35
6,MD,4,0,939,218
6,MD,4,1,1772,54
6,MD,5,0,3871,1027
6,MD,5,1,10013,646
6,ME,1,0,8,0
6,ME,1,1,3,1
6,ME,2,0,3,0
6,ME,2,1,2,2
6,ME,3,0,51,8
6,ME,3,1,94,3
6,ME,4,0,239,54
6,ME,4,1,415,22
6,ME,5,0,1197,249
6,ME,5,1,2940,205
6,MI,1,0,56,2
6,MI,1,1,46,16
6,MI,2,0,25,4
6,MI,2,1,27,8
6,MI,3,0,566,117
6,MI,3,1,882,75
6,MI,4,0,2241,423
6,MI,4,1,3514,137
6,MI,5,0,9701,1938
6,MI,5,1,20009,1064
6,MN,1,0,35,7
6,MN,1,1,17,7
6,MN,2,0,19,5
6,MN,2,1,9,2
6,MN,3,0,247,36
6,MN,3,1,314,18
6,MN,4,0,773,134
6,MN,4,1,1258,77
6,MN,5,0,3719,703
6,MN,5,1,9919,769
6,MO,1,0,52,4
6,MO,1,1,28,12
6,MO,2,0,18,2
6,MO,2,1,14,2
6,MO,3,0,440,57
6,MO,3,1,577,30
6,MO,4,0,1504,273
6,MO,4,1,2352,96
6,MO,5,0,5935,1256
6,MO,5,1,12574,756
6,MS,1,0,16,1
6,MS,1,1,21,5
6,MS,2,0,9,2
6,MS,2,1,15,1
6,MS,3,0,291,39
6,MS,3,1,556,12
6,MS,4,0,1076,210
6,MS,4,1,1521,36
6,MS,5,0,3713,834
6,MS,5,1,5918,234
6,MT,1,0,2,0
6,MT,1,1,2,1
6,MT,2,0,2,1
6,MT,2,1,1,0
6,MT,3,0,65,11
6,MT,3,1,90,4
6,MT,4,0,197,33
6,MT,4,1,334,16
6,MT,5,0,859,159
6,MT,5,1,2021,126
6,NC,1,0,77,2
6,NC,1,1,20,6
6,NC,2,0,29,4
6,NC,2,1,27,3
6,NC,3,0,721,121
6,NC,3,1,813,42
6,NC,4,0,2422,473
6,NC,4,1,3310,157
6,NC,5,0,8531,2067
6,NC,5,1,17966,1428
6,ND,1,0,2,1
6,ND,1,1,2,0
6,ND,2,0,1,0
6,ND,2,1,0,0
6,ND,3,0,61,6
6,ND,3,1,48,6
6,ND,4,0,213,42
6,ND,4,1,189,8
6,ND,5,0,938,194
6,ND,5,1,1276,101
6,NE,1,0,14,1
6,NE,1,1,5,3
6,NE,2,0,2,1
6,NE,2,1,10,0
6,NE,3,0,89,13
6,NE,3,1,123,11
6,NE,4,0,399,70
6,NE,4,1,548,19
6,NE,5,0,1785,391
6,NE,5,1,4034,271
6,NH,1,0,3,0
6,NH,1,1,2,0
6,NH,2,1,6,1
6,NH,3,0,59,7
6,NH,3,1,80,6
6,NH,4,0,189,44
6,NH,4,1,389,11
6,NH,5,0,1062,254
6,NH,5,1,2578,157
6,NJ,1,0,32,4
6,NJ,1,1,17,2
6,NJ,2,0,16,6
6,NJ,2,1,16,2
6,NJ,3,0,440,74
6,NJ,3,1,609,24
6,NJ,4,0,1682,245
6,NJ,4,1,2174,60
6,NJ,5,0,8636,1401
6,NJ,5,1,15417,685
6,NM,1,0,4,1
6,NM,1,1,7,3
6,NM,2,0,2,0
6,NM,2,1,3,2
6,NM,3,0,123,28
6,NM,3,1,167,25
6,NM,4,0,310,78
6,NM,4,1,672,45
6,NM,5,0,1309,364
6,NM,5,1,3779,261
6,NV,1,0,17,3
6,NV,1,1,14,3
6,NV,2,0,8,0
6,NV,2,1,10,0
6,NV,3,0,268,64
6,NV,3,1,292,16
6,NV,4,0,825,194
6,NV,4,1,974,36
6,NV,5,0,2772,708
6,NV,5,1,4467,145
6,NY,1,0,98,13
6,NY,1,1,50,7
6,NY,2,0,43,7
6,NY,2,1,42,6
6,NY,3,0,1185,244
6,NY,3,1,1370,60
6,NY,4,0,4292,805
6,NY,4,1,5068,175
6,NY,5,0,21472,4598
6,NY,5,1,33172,1620
6,OH,1,0,70,5
6,OH,1,1,30,5
6,OH,2,0,32,7
6,OH,2,1,31,5
6,OH,3,0,815,158
6,OH,3,1,1271,84
6,OH,4,0,2776,472
6,OH,4,1,4708,230
6,OH,5,0,10133,1914
6,OH,5,1,26705,1797
6,OK,1,0,26,0
6,OK,1,1,20,9
6,OK,2,0,6,1
6,OK,2,1,12,1
6,OK,3,0,308,55
6,OK,3,1,494,37
6,OK,4,0,1123,223
6,OK,4,1,1815,69
6,OK,5,0,4212,1058
6,OK,5,1,8191,435
6,OR,1,0,12,3
6,OR,1,1,5,0
6,OR,2,0,11,0
6,OR,2,1,9,0
6,OR,3,0,172,34
6,OR,3,1,231,10
6,OR,4,0,696,127
6,OR,4,1,1119,33
6,OR,5,0,2975,574
6,OR,5,1,8249,428
6,PA,1,0,74,4
6,PA,1,1,29,9
6,PA,2,0,33,5
6,PA,2,1,17,4
6,PA,3,0,769,120
6,PA,3,1,996,53
6,PA,4,0,2966,492
6,PA,4,1,4027,144
6,PA,5,0,13197,2555
6,PA,5,1,29183,1840
6,RI,1,0,5,0
6,RI,1,1,2,1
6,RI,2,0,5,0
6,RI,2,1,1,0
6,RI,3,0,64,10
6,RI,3,1,84,5
6,RI,4,0,194,38
6,RI,4,1,319,10
6,RI,5,0,868,157
6,RI,5,1,2664,188
6,SC,1,0,37,5
6,SC,1,1,17,5
6,SC,2,0,15,2
6,SC,2,1,11,0
6,SC,3,0,451,87
6,SC,3,1,674,37
6,SC,4,0,1354,250
6,SC,4,1,2070,91
6,SC,5,0,4514,956
6,SC,5,1,9429,535
6,SD,1,0,6,3
6,SD,1,1,0,0
6,SD,2,0,1,0
6,SD,2,1,2,1
6,SD,3,0,45,10
6,SD,3,1,67,8
6,SD,4,0,157,23
6,SD,4,1,240,6
6,SD,5,0,886,192
6,SD,5,1,1765,157
6,TN,1,0,46,4
6,TN,1,1,22,7
6,TN,2,0,30,6
6,TN,2,1,10,1
6,TN,3,0,690,130
6,TN,3,1,847,52
6,TN,4,0,2209,489
6,TN,4,1,2948,104
6,TN,5,0,7651,1789
6,TN,5,1,12797,835
6,TX,1,0,217,25
6,TX,1,1,59,17
6,TX,2,0,92,12
6,TX,2,1,43,6
6,TX,3,0,2069,352
6,TX,3,1,2101,131
6,TX,4,0,6222,1144
6,TX,4,1,7754,337
6,TX,5,0,20783,4493
6,TX,5,1,38585,2216
6,UT,1,0,29,2
6,UT,1,1,6,0
6,UT,2,0,5,0
6,UT,2,1,12,2
6,UT,3,0,160,32
6,UT,3,1,191,22
6,UT,4,0,361,82
6,UT,4,1,616,47
6,UT,5,0,1393,367
6,UT,5,1,4046,354
6,VA,1,0,57,10
6,VA,1,1,25,5
6,VA,2,0,14,0
6,VA,2,1,21,2
6,VA,3,0,395,58
6,VA,3,1,591,17
6,VA,4,0,1523,265
6,VA,4,1,2253,64
6,VA,5,0,6458,1266
6,VA,5,1,11894,680
6,VT,1,0,0,0
6,VT,1,1,1,0
6,VT,2,1,2,0
6,VT,3,0,18,4
6,VT,3,1,48,1
6,VT,4,0,110,22
6,VT,4,1,198,17
6,VT,5,0,561,109
6,VT,5,1,1440,118
6,WA,1,0,49,5
6,WA,1,1,14,5
6,WA,2,0,19,1
6,WA,2,1,6,1
6,WA,3,0,419,83
6,WA,3,1,462,44
6,WA,4,0,1363,275
6,WA,4,1,1678,74
6,WA,5,0,5611,1020
6,WA,5,1,11761,861
6,WI,1,0,31,2
6,WI,1,1,24,7
6,WI,2,0,15,2
6,WI,2,1,10,2
6,WI,3,0,242,36
6,WI,3,1,377,26
6,WI,4,0,960,183
6,WI,4,1,1578,72
6,WI,5,0,4632,884
6,WI,5,1,11242,758
6,WV,1,0,6,1
6,WV,1,1,1,0
6,WV,2,0,0,0
6,WV,2,1,2,0
6,WV,3,0,178,36
6,WV,3,1,211,14
6,WV,4,0,560,127
6,WV,4,1,882,29
6,WV,5,0,2264,571
6,WV,5,1,4288,268
6,WY,1,0,0,0
6,WY,1,1,1,1
6,WY,2,0,2,1
6,WY,2,1,1,1
6,WY,3,0,12,1
6,WY,3,1,62,5
6,WY,4,0,57,14
6,WY,4,1,181,8
6,WY,5,0,310,64
6,WY,5,1,981,70
7,AK,1,0,7,2
7,AK,1,1,3,2
7,AK,2,0,3,0
7,AK,2,1,4,1
7,AK,3,0,44,13
7,AK,3,1,82,6
7,AK,4,0,121,24
7,AK,4,1,202,3
7,AK,5,0,408,87
7,AK,5,1,608,30
7,AL,1,0,60,5
7,AL,1,1,9,1
7,AL,2,0,24,1
7,AL,2,1,7,0
7,AL,3,0,699,83
7,AL,3,1,440,18
7,AL,4,0,1989,258
7,AL,4,1,1684,28
7,AL,5,0,6294,1164
7,AL,5,1,8366,279
7,AR,1,0,20,2
7,AR,1,1,23,12
7,AR,2,0,9,0
7,AR,2,1,11,2
7,AR,3,0,233,42
7,AR,3,1,444,27
7,AR,4,0,768,165
7,AR,4,1,1560,38
7,AR,5,0,3181,789
7,AR,5,1,7248,421
7,AZ,1,0,35,5
7,AZ,1,1,23,5
7,AZ,2,0,20,1
7,AZ,2,1,11,2
7,AZ,3,0,381,66
7,AZ,3,1,548,26
7,AZ,4,0,1194,221
7,AZ,4,1,1943,92
7,AZ,5,0,4364,953
7,AZ,5,1,13403,689
7,CA,1,0,209,29
7,CA,1,1,91,27
7,CA,2,0,136,19
7,CA,2,1,88,15
7,CA,3,0,2573,446
7,CA,3,1,2778,147
7,CA,4,0,7786,1433
7,CA,4,1,10064,312
7,CA,5,0,32041,7843
7,CA,5,1,64883,3440
7,CO,1,0,43,5
7,CO,1,1,16,5
7,CO,2,0,12,0
7,CO,2,1,15,1
7,CO,3,0,272,46
7,CO,3,1,486,31
7,CO,4,0,773,133
7,CO,4,1,1565,88
