mmwrstrt	mmwrend	studywk	week	wyear	season	dvdweek	month	yearmonth
4/5/1987	4/11/1987	797	14	1987	1986\1987	198714	4	198704
4/12/1987	4/18/1987	798	15	1987	1986\1987	198715	4	198704
4/19/1987	4/25/1987	799	16	1987	1986\1987	198716	4	198704
4/26/1987	5/2/1987	800	17	1987	1986\1987	198717	4	198704
5/3/1987	5/9/1987	801	18	1987	1986\1987	198718	5	198705
5/10/1987	5/16/1987	802	19	1987	1986\1987	198719	5	198705
5/17/1987	5/23/1987	803	20	1987	1986\1987	198720	5	198705
5/24/1987	5/30/1987	804	21	1987	1986\1987	198721	5	198705
5/31/1987	6/6/1987	805	22	1987	1986\1987	198722	6	198706
6/7/1987	6/13/1987	806	23	1987	1986\1987	198723	6	198706
6/14/1987	6/20/1987	807	24	1987	1986\1987	198724	6	198706
6/21/1987	6/27/1987	808	25	1987	1986\1987	198725	6	198706
6/28/1987	7/4/1987	809	26	1987	1987\1988	198726	7	198707
7/5/1987	7/11/1987	810	27	1987	1987\1988	198727	7	198707
7/12/1987	7/18/1987	811	28	1987	1987\1988	198728	7	198707
7/19/1987	7/25/1987	812	29	1987	1987\1988	198729	7	198707
7/26/1987	8/1/1987	813	30	1987	1987\1988	198730	7	198707
8/2/1987	8/8/1987	814	31	1987	1987\1988	198731	8	198708
8/9/1987	8/15/1987	815	32	1987	1987\1988	198732	8	198708
8/16/1987	8/22/1987	816	33	1987	1987\1988	198733	8	198708
8/23/1987	8/29/1987	817	34	1987	1987\1988	198734	8	198708
8/30/1987	9/5/1987	818	35	1987	1987\1988	198735	9	198709
9/6/1987	9/12/1987	819	36	1987	1987\1988	198736	9	198709
9/13/1987	9/19/1987	820	37	1987	1987\1988	198737	9	198709
9/20/1987	9/26/1987	821	38	1987	1987\1988	198738	9	198709
9/27/1987	10/3/1987	822	39	1987	1987\1988	198739	9	198709
10/4/1987	10/10/1987	823	40	1987	1987\1988	198740	10	198710
10/11/1987	10/17/1987	824	41	1987	1987\1988	198741	10	198710
10/18/1987	10/24/1987	825	42	1987	1987\1988	198742	10	198710
10/25/1987	10/31/1987	826	43	1987	1987\1988	198743	10	198710
11/1/1987	11/7/1987	827	44	1987	1987\1988	198744	11	198711
11/8/1987	11/14/1987	828	45	1987	1987\1988	198745	11	198711
11/15/1987	11/21/1987	829	46	1987	1987\1988	198746	11	198711
11/22/1987	11/28/1987	830	47	1987	1987\1988	198747	11	198711
11/29/1987	12/5/1987	831	48	1987	1987\1988	198748	12	198712
12/6/1987	12/12/1987	832	49	1987	1987\1988	198749	12	198712
12/13/1987	12/19/1987	833	50	1987	1987\1988	198750	12	198712
12/20/1987	12/26/1987	834	51	1987	1987\1988	198751	12	198712
12/27/1987	1/2/1988	835	52	1987	1987\1988	198752	12	198712
1/3/1988	1/9/1988	836	1	1988	1987\1988	198801	1	198801
1/10/1988	1/16/1988	837	2	1988	1987\1988	198802	1	198801
1/17/1988	1/23/1988	838	3	1988	1987\1988	198803	1	198801
1/24/1988	1/30/1988	839	4	1988	1987\1988	198804	1	198801
1/31/1988	2/6/1988	840	5	1988	1987\1988	198805	2	198802
2/7/1988	2/13/1988	841	6	1988	1987\1988	198806	2	198802
2/14/1988	2/20/1988	842	7	1988	1987\1988	198807	2	198802
2/21/1988	2/27/1988	843	8	1988	1987\1988	198808	2	198802
2/28/1988	3/5/1988	844	9	1988	1987\1988	198809	3	198803
3/6/1988	3/12/1988	845	10	1988	1987\1988	198810	3	198803
3/13/1988	3/19/1988	846	11	1988	1987\1988	198811	3	198803
3/20/1988	3/26/1988	847	12	1988	1987\1988	198812	3	198803
3/27/1988	4/2/1988	848	13	1988	1987\1988	198813	3	198803
4/3/1988	4/9/1988	849	14	1988	1987\1988	198814	4	198804
4/10/1988	4/16/1988	850	15	1988	1987\1988	198815	4	198804
4/17/1988	4/23/1988	851	16	1988	1987\1988	198816	4	198804
4/24/1988	4/30/1988	852	17	1988	1987\1988	198817	4	198804
5/1/1988	5/7/1988	853	18	1988	1987\1988	198818	5	198805
5/8/1988	5/14/1988	854	19	1988	1987\1988	198819	5	198805
5/15/1988	5/21/1988	855	20	1988	1987\1988	198820	5	198805
5/22/1988	5/28/1988	856	21	1988	1987\1988	198821	5	198805
5/29/1988	6/4/1988	857	22	1988	1987\1988	198822	6	198806
6/5/1988	6/11/1988	858	23	1988	1987\1988	198823	6	198806
6/12/1988	6/18/1988	859	24	1988	1987\1988	198824	6	198806
6/19/1988	6/25/1988	860	25	1988	1987\1988	198825	6	198806
6/26/1988	7/2/1988	861	26	1988	1987\1988	198826	6	198806
7/3/1988	7/9/1988	862	27	1988	1988\1989	198827	7	198807
7/10/1988	7/16/1988	863	28	1988	1988\1989	198828	7	198807
7/17/1988	7/23/1988	864	29	1988	1988\1989	198829	7	198807
7/24/1988	7/30/1988	865	30	1988	1988\1989	198830	7	198807
7/31/1988	8/6/1988	866	31	1988	1988\1989	198831	8	198808
8/7/1988	8/13/1988	867	32	1988	1988\1989	198832	8	198808
8/14/1988	8/20/1988	868	33	1988	1988\1989	198833	8	198808
8/21/1988	8/27/1988	869	34	1988	1988\1989	198834	8	198808
8/28/1988	9/3/1988	870	35	1988	1988\1989	198835	8	198808
9/4/1988	9/10/1988	871	36	1988	1988\1989	198836	9	198809
9/11/1988	9/17/1988	872	37	1988	1988\1989	198837	9	198809
9/18/1988	9/24/1988	873	38	1988	1988\1989	198838	9	198809
9/25/1988	10/1/1988	874	39	1988	1988\1989	198839	9	198809
10/2/1988	10/8/1988	875	40	1988	1988\1989	198840	10	198810
10/9/1988	10/15/1988	876	41	1988	1988\1989	198841	10	198810
10/16/1988	10/22/1988	877	42	1988	1988\1989	198842	10	198810
10/23/1988	10/29/1988	878	43	1988	1988\1989	198843	10	198810
10/30/1988	11/5/1988	879	44	1988	1988\1989	198844	11	198811
11/6/1988	11/12/1988	880	45	1988	1988\1989	198845	11	198811
11/13/1988	11/19/1988	881	46	1988	1988\1989	198846	11	198811
11/20/1988	11/26/1988	882	47	1988	1988\1989	198847	11	198811
11/27/1988	12/3/1988	883	48	1988	1988\1989	198848	11	198811
12/4/1988	12/10/1988	884	49	1988	1988\1989	198849	12	198812
12/11/1988	12/17/1988	885	50	1988	1988\1989	198850	12	198812
12/18/1988	12/24/1988	886	51	1988	1988\1989	198851	12	198812
12/25/1988	12/31/1988	887	52	1988	1988\1989	198852	12	198812
1/1/1989	1/7/1989	888	1	1989	1988\1989	198901	1	198901
1/8/1989	1/14/1989	889	2	1989	1988\1989	198902	1	198901
1/15/1989	1/21/1989	890	3	1989	1988\1989	198903	1	198901
1/22/1989	1/28/1989	891	4	1989	1988\1989	198904	1	198901
1/29/1989	2/4/1989	892	5	1989	1988\1989	198905	2	198902
2/5/1989	2/11/1989	893	6	1989	1988\1989	198906	2	198902
2/12/1989	2/18/1989	894	7	1989	1988\1989	198907	2	198902
2/19/1989	2/25/1989	895	8	1989	1988\1989	198908	2	198902
2/26/1989	3/4/1989	896	9	1989	1988\1989	198909	3	198903
3/5/1989	3/11/1989	897	10	1989	1988\1989	198910	3	198903
3/12/1989	3/18/1989	898	11	1989	1988\1989	198911	3	198903
3/19/1989	3/25/1989	899	12	1989	1988\1989	198912	3	198903
3/26/1989	4/1/1989	900	13	1989	1988\1989	198913	3	198903
4/2/1989	4/8/1989	901	14	1989	1988\1989	198914	4	198904
4/9/1989	4/15/1989	902	15	1989	1988\1989	198915	4	198904
4/16/1989	4/22/1989	903	16	1989	1988\1989	198916	4	198904
4/23/1989	4/29/1989	904	17	1989	1988\1989	198917	4	198904
4/30/1989	5/6/1989	905	18	1989	1988\1989	198918	5	198905
5/7/1989	5/13/1989	906	19	1989	1988\1989	198919	5	198905
5/14/1989	5/20/1989	907	20	1989	1988\1989	198920	5	198905
5/21/1989	5/27/1989	908	21	1989	1988\1989	198921	5	198905
5/28/1989	6/3/1989	909	22	1989	1988\1989	198922	5	198905
6/4/1989	6/10/1989	910	23	1989	1988\1989	198923	6	198906
6/11/1989	6/17/1989	911	24	1989	1988\1989	198924	6	198906
6/18/1989	6/24/1989	912	25	1989	1988\1989	198925	6	198906
6/25/1989	7/1/1989	913	26	1989	1988\1989	198926	6	198906
7/2/1989	7/8/1989	914	27	1989	1989\1990	198927	7	198907
7/9/1989	7/15/1989	915	28	1989	1989\1990	198928	7	198907
7/16/1989	7/22/1989	916	29	1989	1989\1990	198929	7	198907
7/23/1989	7/29/1989	917	30	1989	1989\1990	198930	7	198907
7/30/1989	8/5/1989	918	31	1989	1989\1990	198931	8	198908
8/6/1989	8/12/1989	919	32	1989	1989\1990	198932	8	198908
8/13/1989	8/19/1989	920	33	1989	1989\1990	198933	8	198908
8/20/1989	8/26/1989	921	34	1989	1989\1990	198934	8	198908
8/27/1989	9/2/1989	922	35	1989	1989\1990	198935	8	198908
9/3/1989	9/9/1989	923	36	1989	1989\1990	198936	9	198909
9/10/1989	9/16/1989	924	37	1989	1989\1990	198937	9	198909
9/17/1989	9/23/1989	925	38	1989	1989\1990	198938	9	198909
9/24/1989	9/30/1989	926	39	1989	1989\1990	198939	9	198909
10/1/1989	10/7/1989	927	40	1989	1989\1990	198940	10	198910
10/8/1989	10/14/1989	928	41	1989	1989\1990	198941	10	198910
10/15/1989	10/21/1989	929	42	1989	1989\1990	198942	10	198910
10/22/1989	10/28/1989	930	43	1989	1989\1990	198943	10	198910
10/29/1989	11/4/1989	931	44	1989	1989\1990	198944	11	198911
11/5/1989	11/11/1989	932	45	1989	1989\1990	198945	11	198911
11/12/1989	11/18/1989	933	46	1989	1989\1990	198946	11	198911
11/19/1989	11/25/1989	934	47	1989	1989\1990	198947	11	198911
11/26/1989	12/2/1989	935	48	1989	1989\1990	198948	11	198911
12/3/1989	12/9/1989	936	49	1989	1989\1990	198949	12	198912
12/10/1989	12/16/1989	937	50	1989	1989\1990	198950	12	198912
12/17/1989	12/23/1989	938	51	1989	1989\1990	198951	12	198912
12/24/1989	12/30/1989	939	52	1989	1989\1990	198952	12	198912
12/31/1989	1/6/1990	940	1	1990	1989\1990	199001	1	199001
1/7/1990	1/13/1990	941	2	1990	1989\1990	199002	1	199001
1/14/1990	1/20/1990	942	3	1990	1989\1990	199003	1	199001
1/21/1990	1/27/1990	943	4	1990	1989\1990	199004	1	199001
1/28/1990	2/3/1990	944	5	1990	1989\1990	199005	1	199001
2/4/1990	2/10/1990	945	6	1990	1989\1990	199006	2	199002
2/11/1990	2/17/1990	946	7	1990	1989\1990	199007	2	199002
2/18/1990	2/24/1990	947	8	1990	1989\1990	199008	2	199002
2/25/1990	3/3/1990	948	9	1990	1989\1990	199009	2	199002
3/4/1990	3/10/1990	949	10	1990	1989\1990	199010	3	199003
3/11/1990	3/17/1990	950	11	1990	1989\1990	199011	3	199003
3/18/1990	3/24/1990	951	12	1990	1989\1990	199012	3	199003
3/25/1990	3/31/1990	952	13	1990	1989\1990	199013	3	199003
4/1/1990	4/7/1990	953	14	1990	1989\1990	199014	4	199004
4/8/1990	4/14/1990	954	15	1990	1989\1990	199015	4	199004
4/15/1990	4/21/1990	955	16	1990	1989\1990	199016	4	199004
4/22/1990	4/28/1990	956	17	1990	1989\1990	199017	4	199004
4/29/1990	5/5/1990	957	18	1990	1989\1990	199018	5	199005
5/6/1990	5/12/1990	958	19	1990	1989\1990	199019	5	199005
5/13/1990	5/19/1990	959	20	1990	1989\1990	199020	5	199005
5/20/1990	5/26/1990	960	21	1990	1989\1990	199021	5	199005
5/27/1990	6/2/1990	961	22	1990	1989\1990	199022	5	199005
6/3/1990	6/9/1990	962	23	1990	1989\1990	199023	6	199006
6/10/1990	6/16/1990	963	24	1990	1989\1990	199024	6	199006
6/17/1990	6/23/1990	964	25	1990	1989\1990	199025	6	199006
6/24/1990	6/30/1990	965	26	1990	1989\1990	199026	6	199006
7/1/1990	7/7/1990	966	27	1990	1990\1991	199027	7	199007
7/8/1990	7/14/1990	967	28	1990	1990\1991	199028	7	199007
7/15/1990	7/21/1990	968	29	1990	1990\1991	199029	7	199007
7/22/1990	7/28/1990	969	30	1990	1990\1991	199030	7	199007
7/29/1990	8/4/1990	970	31	1990	1990\1991	199031	8	199008
8/5/1990	8/11/1990	971	32	1990	1990\1991	199032	8	199008
8/12/1990	8/18/1990	972	33	1990	1990\1991	199033	8	199008
8/19/1990	8/25/1990	973	34	1990	1990\1991	199034	8	199008
8/26/1990	9/1/1990	974	35	1990	1990\1991	199035	8	199008
9/2/1990	9/8/1990	975	36	1990	1990\1991	199036	9	199009
9/9/1990	9/15/1990	976	37	1990	1990\1991	199037	9	199009
9/16/1990	9/22/1990	977	38	1990	1990\1991	199038	9	199009
9/23/1990	9/29/1990	978	39	1990	1990\1991	199039	9	199009
9/30/1990	10/6/1990	979	40	1990	1990\1991	199040	10	199010
10/7/1990	10/13/1990	980	41	1990	1990\1991	199041	10	199010
10/14/1990	10/20/1990	981	42	1990	1990\1991	199042	10	199010
10/21/1990	10/27/1990	982	43	1990	1990\1991	199043	10	199010
10/28/1990	11/3/1990	983	44	1990	1990\1991	199044	10	199010
11/4/1990	11/10/1990	984	45	1990	1990\1991	199045	11	199011
11/11/1990	11/17/1990	985	46	1990	1990\1991	199046	11	199011
11/18/1990	11/24/1990	986	47	1990	1990\1991	199047	11	199011
11/25/1990	12/1/1990	987	48	1990	1990\1991	199048	11	199011
12/2/1990	12/8/1990	988	49	1990	1990\1991	199049	12	199012
12/9/1990	12/15/1990	989	50	1990	1990\1991	199050	12	199012
12/16/1990	12/22/1990	990	51	1990	1990\1991	199051	12	199012
12/23/1990	12/29/1990	991	52	1990	1990\1991	199052	12	199012
12/30/1990	1/5/1991	992	1	1991	1990\1991	199101	1	199101
1/6/1991	1/12/1991	993	2	1991	1990\1991	199102	1	199101
1/13/1991	1/19/1991	994	3	1991	1990\1991	199103	1	199101
1/20/1991	1/26/1991	995	4	1991	1990\1991	199104	1	199101
1/27/1991	2/2/1991	996	5	1991	1990\1991	199105	1	199101
2/3/1991	2/9/1991	997	6	1991	1990\1991	199106	2	199102
2/10/1991	2/16/1991	998	7	1991	1990\1991	199107	2	199102
2/17/1991	2/23/1991	999	8	1991	1990\1991	199108	2	199102
2/24/1991	3/2/1991	1000	9	1991	1990\1991	199109	2	199102
3/3/1991	3/9/1991	1001	10	1991	1990\1991	199110	3	199103
3/10/1991	3/16/1991	1002	11	1991	1990\1991	199111	3	199103
3/17/1991	3/23/1991	1003	12	1991	1990\1991	199112	3	199103
3/24/1991	3/30/1991	1004	13	1991	1990\1991	199113	3	199103
3/31/1991	4/6/1991	1005	14	1991	1990\1991	199114	4	199104
4/7/1991	4/13/1991	1006	15	1991	1990\1991	199115	4	199104
4/14/1991	4/20/1991	1007	16	1991	1990\1991	199116	4	199104
4/21/1991	4/27/1991	1008	17	1991	1990\1991	199117	4	199104
4/28/1991	5/4/1991	1009	18	1991	1990\1991	199118	5	199105
5/5/1991	5/11/1991	1010	19	1991	1990\1991	199119	5	199105
5/12/1991	5/18/1991	1011	20	1991	1990\1991	199120	5	199105
5/19/1991	5/25/1991	1012	21	1991	1990\1991	199121	5	199105
5/26/1991	6/1/1991	1013	22	1991	1990\1991	199122	5	199105
6/2/1991	6/8/1991	1014	23	1991	1990\1991	199123	6	199106
6/9/1991	6/15/1991	1015	24	1991	1990\1991	199124	6	199106
6/16/1991	6/22/1991	1016	25	1991	1990\1991	199125	6	199106
6/23/1991	6/29/1991	1017	26	1991	1990\1991	199126	6	199106
6/30/1991	7/6/1991	1018	27	1991	1991\1992	199127	7	199107
7/7/1991	7/13/1991	1019	28	1991	1991\1992	199128	7	199107
7/14/1991	7/20/1991	1020	29	1991	1991\1992	199129	7	199107
7/21/1991	7/27/1991	1021	30	1991	1991\1992	199130	7	199107
7/28/1991	8/3/1991	1022	31	1991	1991\1992	199131	7	199107
8/4/1991	8/10/1991	1023	32	1991	1991\1992	199132	8	199108
8/11/1991	8/17/1991	1024	33	1991	1991\1992	199133	8	199108
8/18/1991	8/24/1991	1025	34	1991	1991\1992	199134	8	199108
8/25/1991	8/31/1991	1026	35	1991	1991\1992	199135	8	199108
9/1/1991	9/7/1991	1027	36	1991	1991\1992	199136	9	199109
9/8/1991	9/14/1991	1028	37	1991	1991\1992	199137	9	199109
9/15/1991	9/21/1991	1029	38	1991	1991\1992	199138	9	199109
9/22/1991	9/28/1991	1030	39	1991	1991\1992	199139	9	199109
9/29/1991	10/5/1991	1031	40	1991	1991\1992	199140	10	199110
10/6/1991	10/12/1991	1032	41	1991	1991\1992	199141	10	199110
10/13/1991	10/19/1991	1033	42	1991	1991\1992	199142	10	199110
10/20/1991	10/26/1991	1034	43	1991	1991\1992	199143	10	199110
10/27/1991	11/2/1991	1035	44	1991	1991\1992	199144	10	199110
11/3/1991	11/9/1991	1036	45	1991	1991\1992	199145	11	199111
11/10/1991	11/16/1991	1037	46	1991	1991\1992	199146	11	199111
11/17/1991	11/23/1991	1038	47	1991	1991\1992	199147	11	199111
11/24/1991	11/30/1991	1039	48	1991	1991\1992	199148	11	199111
12/1/1991	12/7/1991	1040	49	1991	1991\1992	199149	12	199112
12/8/1991	12/14/1991	1041	50	1991	1991\1992	199150	12	199112
12/15/1991	12/21/1991	1042	51	1991	1991\1992	199151	12	199112
12/22/1991	12/28/1991	1043	52	1991	1991\1992	199152	12	199112
12/29/1991	1/4/1992	1044	1	1992	1991\1992	199201	1	199201
1/5/1992	1/11/1992	1045	2	1992	1991\1992	199202	1	199201
1/12/1992	1/18/1992	1046	3	1992	1991\1992	199203	1	199201
1/19/1992	1/25/1992	1047	4	1992	1991\1992	199204	1	199201
1/26/1992	2/1/1992	1048	5	1992	1991\1992	199205	1	199201
2/2/1992	2/8/1992	1049	6	1992	1991\1992	199206	2	199202
2/9/1992	2/15/1992	1050	7	1992	1991\1992	199207	2	199202
2/16/1992	2/22/1992	1051	8	1992	1991\1992	199208	2	199202
2/23/1992	2/29/1992	1052	9	1992	1991\1992	199209	2	199202
3/1/1992	3/7/1992	1053	10	1992	1991\1992	199210	3	199203
3/8/1992	3/14/1992	1054	11	1992	1991\1992	199211	3	199203
3/15/1992	3/21/1992	1055	12	1992	1991\1992	199212	3	199203
3/22/1992	3/28/1992	1056	13	1992	1991\1992	199213	3	199203
3/29/1992	4/4/1992	1057	14	1992	1991\1992	199214	4	199204
4/5/1992	4/11/1992	1058	15	1992	1991\1992	199215	4	199204
4/12/1992	4/18/1992	1059	16	1992	1991\1992	199216	4	199204
4/19/1992	4/25/1992	1060	17	1992	1991\1992	199217	4	199204
4/26/1992	5/2/1992	1061	18	1992	1991\1992	199218	4	199204
5/3/1992	5/9/1992	1062	19	1992	1991\1992	199219	5	199205
5/10/1992	5/16/1992	1063	20	1992	1991\1992	199220	5	199205
5/17/1992	5/23/1992	1064	21	1992	1991\1992	199221	5	199205
5/24/1992	5/30/1992	1065	22	1992	1991\1992	199222	5	199205
5/31/1992	6/6/1992	1066	23	1992	1991\1992	199223	6	199206
6/7/1992	6/13/1992	1067	24	1992	1991\1992	199224	6	199206
6/14/1992	6/20/1992	1068	25	1992	1991\1992	199225	6	199206
6/21/1992	6/27/1992	1069	26	1992	1991\1992	199226	6	199206
6/28/1992	7/4/1992	1070	27	1992	1992\1993	199227	7	199207
7/5/1992	7/11/1992	1071	28	1992	1992\1993	199228	7	199207
7/12/1992	7/18/1992	1072	29	1992	1992\1993	199229	7	199207
7/19/1992	7/25/1992	1073	30	1992	1992\1993	199230	7	199207
7/26/1992	8/1/1992	1074	31	1992	1992\1993	199231	7	199207
8/2/1992	8/8/1992	1075	32	1992	1992\1993	199232	8	199208
8/9/1992	8/15/1992	1076	33	1992	1992\1993	199233	8	199208
8/16/1992	8/22/1992	1077	34	1992	1992\1993	199234	8	199208
8/23/1992	8/29/1992	1078	35	1992	1992\1993	199235	8	199208
8/30/1992	9/5/1992	1079	36	1992	1992\1993	199236	9	199209
9/6/1992	9/12/1992	1080	37	1992	1992\1993	199237	9	199209
9/13/1992	9/19/1992	1081	38	1992	1992\1993	199238	9	199209
9/20/1992	9/26/1992	1082	39	1992	1992\1993	199239	9	199209
9/27/1992	10/3/1992	1083	40	1992	1992\1993	199240	9	199209
10/4/1992	10/10/1992	1084	41	1992	1992\1993	199241	10	199210
10/11/1992	10/17/1992	1085	42	1992	1992\1993	199242	10	199210
10/18/1992	10/24/1992	1086	43	1992	1992\1993	199243	10	199210
10/25/1992	10/31/1992	1087	44	1992	1992\1993	199244	10	199210
11/1/1992	11/7/1992	1088	45	1992	1992\1993	199245	11	199211
11/8/1992	11/14/1992	1089	46	1992	1992\1993	199246	11	199211
11/15/1992	11/21/1992	1090	47	1992	1992\1993	199247	11	199211
11/22/1992	11/28/1992	1091	48	1992	1992\1993	199248	11	199211
11/29/1992	12/5/1992	1092	49	1992	1992\1993	199249	12	199212
12/6/1992	12/12/1992	1093	50	1992	1992\1993	199250	12	199212
12/13/1992	12/19/1992	1094	51	1992	1992\1993	199251	12	199212
12/20/1992	12/26/1992	1095	52	1992	1992\1993	199252	12	199212
12/27/1992	1/2/1993	1096	53	1992	1992\1993	199253	12	199212
1/3/1993	1/9/1993	1097	1	1993	1992\1993	199301	1	199301
1/10/1993	1/16/1993	1098	2	1993	1992\1993	199302	1	199301
1/17/1993	1/23/1993	1099	3	1993	1992\1993	199303	1	199301
1/24/1993	1/30/1993	1100	4	1993	1992\1993	199304	1	199301
1/31/1993	2/6/1993	1101	5	1993	1992\1993	199305	2	199302
2/7/1993	2/13/1993	1102	6	1993	1992\1993	199306	2	199302
2/14/1993	2/20/1993	1103	7	1993	1992\1993	199307	2	199302
2/21/1993	2/27/1993	1104	8	1993	1992\1993	199308	2	199302
2/28/1993	3/6/1993	1105	9	1993	1992\1993	199309	3	199303
3/7/1993	3/13/1993	1106	10	1993	1992\1993	199310	3	199303
3/14/1993	3/20/1993	1107	11	1993	1992\1993	199311	3	199303
3/21/1993	3/27/1993	1108	12	1993	1992\1993	199312	3	199303
3/28/1993	4/3/1993	1109	13	1993	1992\1993	199313	3	199303
4/4/1993	4/10/1993	1110	14	1993	1992\1993	199314	4	199304
4/11/1993	4/17/1993	1111	15	1993	1992\1993	199315	4	199304
4/18/1993	4/24/1993	1112	16	1993	1992\1993	199316	4	199304
4/25/1993	5/1/1993	1113	17	1993	1992\1993	199317	4	199304
5/2/1993	5/8/1993	1114	18	1993	1992\1993	199318	5	199305
5/9/1993	5/15/1993	1115	19	1993	1992\1993	199319	5	199305
5/16/1993	5/22/1993	1116	20	1993	1992\1993	199320	5	199305
5/23/1993	5/29/1993	1117	21	1993	1992\1993	199321	5	199305
5/30/1993	6/5/1993	1118	22	1993	1992\1993	199322	6	199306
6/6/1993	6/12/1993	1119	23	1993	1992\1993	199323	6	199306
6/13/1993	6/19/1993	1120	24	1993	1992\1993	199324	6	199306
6/20/1993	6/26/1993	1121	25	1993	1992\1993	199325	6	199306
6/27/1993	7/3/1993	1122	26	1993	1992\1993	199326	6	199306
7/4/1993	7/10/1993	1123	27	1993	1993\1994	199327	7	199307
7/11/1993	7/17/1993	1124	28	1993	1993\1994	199328	7	199307
7/18/1993	7/24/1993	1125	29	1993	1993\1994	199329	7	199307
7/25/1993	7/31/1993	1126	30	1993	1993\1994	199330	7	199307
8/1/1993	8/7/1993	1127	31	1993	1993\1994	199331	8	199308
8/8/1993	8/14/1993	1128	32	1993	1993\1994	199332	8	199308
8/15/1993	8/21/1993	1129	33	1993	1993\1994	199333	8	199308
8/22/1993	8/28/1993	1130	34	1993	1993\1994	199334	8	199308
8/29/1993	9/4/1993	1131	35	1993	1993\1994	199335	9	199309
9/5/1993	9/11/1993	1132	36	1993	1993\1994	199336	9	199309
9/12/1993	9/18/1993	1133	37	1993	1993\1994	199337	9	199309
9/19/1993	9/25/1993	1134	38	1993	1993\1994	199338	9	199309
9/26/1993	10/2/1993	1135	39	1993	1993\1994	199339	9	199309
10/3/1993	10/9/1993	1136	40	1993	1993\1994	199340	10	199310
10/10/1993	10/16/1993	1137	41	1993	1993\1994	199341	10	199310
10/17/1993	10/23/1993	1138	42	1993	1993\1994	199342	10	199310
10/24/1993	10/30/1993	1139	43	1993	1993\1994	199343	10	199310
10/31/1993	11/6/1993	1140	44	1993	1993\1994	199344	11	199311
11/7/1993	11/13/1993	1141	45	1993	1993\1994	199345	11	199311
11/14/1993	11/20/1993	1142	46	1993	1993\1994	199346	11	199311
11/21/1993	11/27/1993	1143	47	1993	1993\1994	199347	11	199311
11/28/1993	12/4/1993	1144	48	1993	1993\1994	199348	12	199312
12/5/1993	12/11/1993	1145	49	1993	1993\1994	199349	12	199312
12/12/1993	12/18/1993	1146	50	1993	1993\1994	199350	12	199312
12/19/1993	12/25/1993	1147	51	1993	1993\1994	199351	12	199312
12/26/1993	1/1/1994	1148	52	1993	1993\1994	199352	12	199312
1/2/1994	1/8/1994	1149	1	1994	1993\1994	199401	1	199401
1/9/1994	1/15/1994	1150	2	1994	1993\1994	199402	1	199401
1/16/1994	1/22/1994	1151	3	1994	1993\1994	199403	1	199401
1/23/1994	1/29/1994	1152	4	1994	1993\1994	199404	1	199401
1/30/1994	2/5/1994	1153	5	1994	1993\1994	199405	2	199402
2/6/1994	2/12/1994	1154	6	1994	1993\1994	199406	2	199402
2/13/1994	2/19/1994	1155	7	1994	1993\1994	199407	2	199402
2/20/1994	2/26/1994	1156	8	1994	1993\1994	199408	2	199402
2/27/1994	3/5/1994	1157	9	1994	1993\1994	199409	3	199403
3/6/1994	3/12/1994	1158	10	1994	1993\1994	199410	3	199403
3/13/1994	3/19/1994	1159	11	1994	1993\1994	199411	3	199403
3/20/1994	3/26/1994	1160	12	1994	1993\1994	199412	3	199403
3/27/1994	4/2/1994	1161	13	1994	1993\1994	199413	3	199403
4/3/1994	4/9/1994	1162	14	1994	1993\1994	199414	4	199404
4/10/1994	4/16/1994	1163	15	1994	1993\1994	199415	4	199404
4/17/1994	4/23/1994	1164	16	1994	1993\1994	199416	4	199404
4/24/1994	4/30/1994	1165	17	1994	1993\1994	199417	4	199404
5/1/1994	5/7/1994	1166	18	1994	1993\1994	199418	5	199405
5/8/1994	5/14/1994	1167	19	1994	1993\1994	199419	5	199405
5/15/1994	5/21/1994	1168	20	1994	1993\1994	199420	5	199405
5/22/1994	5/28/1994	1169	21	1994	1993\1994	199421	5	199405
5/29/1994	6/4/1994	1170	22	1994	1993\1994	199422	6	199406
6/5/1994	6/11/1994	1171	23	1994	1993\1994	199423	6	199406
6/12/1994	6/18/1994	1172	24	1994	1993\1994	199424	6	199406
6/19/1994	6/25/1994	1173	25	1994	1993\1994	199425	6	199406
6/26/1994	7/2/1994	1174	26	1994	1993\1994	199426	6	199406
7/3/1994	7/9/1994	1175	27	1994	1994\1995	199427	7	199407
7/10/1994	7/16/1994	1176	28	1994	1994\1995	199428	7	199407
7/17/1994	7/23/1994	1177	29	1994	1994\1995	199429	7	199407
7/24/1994	7/30/1994	1178	30	1994	1994\1995	199430	7	199407
7/31/1994	8/6/1994	1179	31	1994	1994\1995	199431	8	199408
8/7/1994	8/13/1994	1180	32	1994	1994\1995	199432	8	199408
8/14/1994	8/20/1994	1181	33	1994	1994\1995	199433	8	199408
8/21/1994	8/27/1994	1182	34	1994	1994\1995	199434	8	199408
8/28/1994	9/3/1994	1183	35	1994	1994\1995	199435	8	199408
9/4/1994	9/10/1994	1184	36	1994	1994\1995	199436	9	199409
9/11/1994	9/17/1994	1185	37	1994	1994\1995	199437	9	199409
9/18/1994	9/24/1994	1186	38	1994	1994\1995	199438	9	199409
9/25/1994	10/1/1994	1187	39	1994	1994\1995	199439	9	199409
10/2/1994	10/8/1994	1188	40	1994	1994\1995	199440	10	199410
10/9/1994	10/15/1994	1189	41	1994	1994\1995	199441	10	199410
