mmwrstrt	mmwrend	studywk	week	wyear	season	dvdweek	month	yearmonth
11/10/2019	11/16/2019	2498	46	2019	2019\2020	201946	11	201911
11/17/2019	11/23/2019	2499	47	2019	2019\2020	201947	11	201911
11/24/2019	11/30/2019	2500	48	2019	2019\2020	201948	11	201911
12/1/2019	12/7/2019	2501	49	2019	2019\2020	201949	12	201912
12/8/2019	12/14/2019	2502	50	2019	2019\2020	201950	12	201912
12/15/2019	12/21/2019	2503	51	2019	2019\2020	201951	12	201912
12/22/2019	12/28/2019	2504	52	2019	2019\2020	201952	12	201912
12/29/2019	1/4/2020	2505	1	2020	2019\2020	202001	1	202001
1/5/2020	1/11/2020	2506	2	2020	2019\2020	202002	1	202001
1/12/2020	1/18/2020	2507	3	2020	2019\2020	202003	1	202001
1/19/2020	1/25/2020	2508	4	2020	2019\2020	202004	1	202001
1/26/2020	2/1/2020	2509	5	2020	2019\2020	202005	1	202001
2/2/2020	2/8/2020	2510	6	2020	2019\2020	202006	2	202002
2/9/2020	2/15/2020	2511	7	2020	2019\2020	202007	2	202002
2/16/2020	2/22/2020	2512	8	2020	2019\2020	202008	2	202002
2/23/2020	2/29/2020	2513	9	2020	2019\2020	202009	2	202002
3/1/2020	3/7/2020	2514	10	2020	2019\2020	202010	3	202003
3/8/2020	3/14/2020	2515	11	2020	2019\2020	202011	3	202003
3/15/2020	3/21/2020	2516	12	2020	2019\2020	202012	3	202003
3/22/2020	3/28/2020	2517	13	2020	2019\2020	202013	3	202003
3/29/2020	4/4/2020	2518	14	2020	2019\2020	202014	4	202004
4/5/2020	4/11/2020	2519	15	2020	2019\2020	202015	4	202004
4/12/2020	4/18/2020	2520	16	2020	2019\2020	202016	4	202004
4/19/2020	4/25/2020	2521	17	2020	2019\2020	202017	4	202004
4/26/2020	5/2/2020	2522	18	2020	2019\2020	202018	4	202004
5/3/2020	5/9/2020	2523	19	2020	2019\2020	202019	5	202005
5/10/2020	5/16/2020	2524	20	2020	2019\2020	202020	5	202005
5/17/2020	5/23/2020	2525	21	2020	2019\2020	202021	5	202005
5/24/2020	5/30/2020	2526	22	2020	2019\2020	202022	5	202005
5/31/2020	6/6/2020	2527	23	2020	2019\2020	202023	6	202006
6/7/2020	6/13/2020	2528	24	2020	2019\2020	202024	6	202006
6/14/2020	6/20/2020	2529	25	2020	2019\2020	202025	6	202006
6/21/2020	6/27/2020	2530	26	2020	2019\2020	202026	6	202006
6/28/2020	7/4/2020	2531	27	2020	2020\2021	202027	7	202007
7/5/2020	7/11/2020	2532	28	2020	2020\2021	202028	7	202007
7/12/2020	7/18/2020	2533	29	2020	2020\2021	202029	7	202007
7/19/2020	7/25/2020	2534	30	2020	2020\2021	202030	7	202007
7/26/2020	8/1/2020	2535	31	2020	2020\2021	202031	7	202007
8/2/2020	8/8/2020	2536	32	2020	2020\2021	202032	8	202008
8/9/2020	8/15/2020	2537	33	2020	2020\2021	202033	8	202008
8/16/2020	8/22/2020	2538	34	2020	2020\2021	202034	8	202008
8/23/2020	8/29/2020	2539	35	2020	2020\2021	202035	8	202008
8/30/2020	9/5/2020	2540	36	2020	2020\2021	202036	9	202009
9/6/2020	9/12/2020	2541	37	2020	2020\2021	202037	9	202009
9/13/2020	9/19/2020	2542	38	2020	2020\2021	202038	9	202009
9/20/2020	9/26/2020	2543	39	2020	2020\2021	202039	9	202009
9/27/2020	10/3/2020	2544	40	2020	2020\2021	202040	9	202009
10/4/2020	10/10/2020	2545	41	2020	2020\2021	202041	10	202010
10/11/2020	10/17/2020	2546	42	2020	2020\2021	202042	10	202010
10/18/2020	10/24/2020	2547	43	2020	2020\2021	202043	10	202010
10/25/2020	10/31/2020	2548	44	2020	2020\2021	202044	10	202010
11/1/2020	11/7/2020	2549	45	2020	2020\2021	202045	11	202011
11/8/2020	11/14/2020	2550	46	2020	2020\2021	202046	11	202011
11/15/2020	11/21/2020	2551	47	2020	2020\2021	202047	11	202011
11/22/2020	11/28/2020	2552	48	2020	2020\2021	202048	11	202011
11/29/2020	12/5/2020	2553	49	2020	2020\2021	202049	12	202012
12/6/2020	12/12/2020	2554	50	2020	2020\2021	202050	12	202012
12/13/2020	12/19/2020	2555	51	2020	2020\2021	202051	12	202012
12/20/2020	12/26/2020	2556	52	2020	2020\2021	202052	12	202012
12/27/2020	1/2/2021	2557	53	2020	2020\2021	202053	12	202012
1/3/2021	1/9/2021	2558	1	2021	2020\2021	202101	1	202101
1/10/2021	1/16/2021	2559	2	2021	2020\2021	202102	1	202101
1/17/2021	1/23/2021	2560	3	2021	2020\2021	202103	1	202101
1/24/2021	1/30/2021	2561	4	2021	2020\2021	202104	1	202101
1/31/2021	2/6/2021	2562	5	2021	2020\2021	202105	2	202102
2/7/2021	2/13/2021	2563	6	2021	2020\2021	202106	2	202102
2/14/2021	2/20/2021	2564	7	2021	2020\2021	202107	2	202102
2/21/2021	2/27/2021	2565	8	2021	2020\2021	202108	2	202102
2/28/2021	3/6/2021	2566	9	2021	2020\2021	202109	3	202103
3/7/2021	3/13/2021	2567	10	2021	2020\2021	202110	3	202103
3/14/2021	3/20/2021	2568	11	2021	2020\2021	202111	3	202103
3/21/2021	3/27/2021	2569	12	2021	2020\2021	202112	3	202103
3/28/2021	4/3/2021	2570	13	2021	2020\2021	202113	3	202103
4/4/2021	4/10/2021	2571	14	2021	2020\2021	202114	4	202104
4/11/2021	4/17/2021	2572	15	2021	2020\2021	202115	4	202104
4/18/2021	4/24/2021	2573	16	2021	2020\2021	202116	4	202104
4/25/2021	5/1/2021	2574	17	2021	2020\2021	202117	4	202104
5/2/2021	5/8/2021	2575	18	2021	2020\2021	202118	5	202105
5/9/2021	5/15/2021	2576	19	2021	2020\2021	202119	5	202105
5/16/2021	5/22/2021	2577	20	2021	2020\2021	202120	5	202105
5/23/2021	5/29/2021	2578	21	2021	2020\2021	202121	5	202105
5/30/2021	6/5/2021	2579	22	2021	2020\2021	202122	6	202106
6/6/2021	6/12/2021	2580	23	2021	2020\2021	202123	6	202106
6/13/2021	6/19/2021	2581	24	2021	2020\2021	202124	6	202106
6/20/2021	6/26/2021	2582	25	2021	2020\2021	202125	6	202106
6/27/2021	7/3/2021	2583	26	2021	2020\2021	202126	6	202106
7/4/2021	7/10/2021	2584	27	2021	2021\2022	202127	7	202107
7/11/2021	7/17/2021	2585	28	2021	2021\2022	202128	7	202107
7/18/2021	7/24/2021	2586	29	2021	2021\2022	202129	7	202107
7/25/2021	7/31/2021	2587	30	2021	2021\2022	202130	7	202107
8/1/2021	8/7/2021	2588	31	2021	2021\2022	202131	8	202108
8/8/2021	8/14/2021	2589	32	2021	2021\2022	202132	8	202108
8/15/2021	8/21/2021	2590	33	2021	2021\2022	202133	8	202108
8/22/2021	8/28/2021	2591	34	2021	2021\2022	202134	8	202108
8/29/2021	9/4/2021	2592	35	2021	2021\2022	202135	9	202109
9/5/2021	9/11/2021	2593	36	2021	2021\2022	202136	9	202109
9/12/2021	9/18/2021	2594	37	2021	2021\2022	202137	9	202109
9/19/2021	9/25/2021	2595	38	2021	2021\2022	202138	9	202109
9/26/2021	10/2/2021	2596	39	2021	2021\2022	202139	9	202109
10/3/2021	10/9/2021	2597	40	2021	2021\2022	202140	10	202110
10/10/2021	10/16/2021	2598	41	2021	2021\2022	202141	10	202110
10/17/2021	10/23/2021	2599	42	2021	2021\2022	202142	10	202110
10/24/2021	10/30/2021	2600	43	2021	2021\2022	202143	10	202110
10/31/2021	11/6/2021	2601	44	2021	2021\2022	202144	11	202111
11/7/2021	11/13/2021	2602	45	2021	2021\2022	202145	11	202111
11/14/2021	11/20/2021	2603	46	2021	2021\2022	202146	11	202111
11/21/2021	11/27/2021	2604	47	2021	2021\2022	202147	11	202111
11/28/2021	12/4/2021	2605	48	2021	2021\2022	202148	12	202112
12/5/2021	12/11/2021	2606	49	2021	2021\2022	202149	12	202112
12/12/2021	12/18/2021	2607	50	2021	2021\2022	202150	12	202112
12/19/2021	12/25/2021	2608	51	2021	2021\2022	202151	12	202112
12/26/2021	1/1/2022	2609	52	2021	2021\2022	202152	12	202112
