"dvd" "agcat" "allcause" "flu" "pneum" "AH3" "AH1" "B" "pop"
"804" 201809 2 13934 127 741 0.00228380634466098 0.000951585976942073 0.00335402091731657 201688670.140548
"805" 201810 2 13965 113 766 0.00157032274068363 0.0005542315555354 0.00259170689776944 201702485.830278
"806" 201811 2 13726 92 730 0.00104061657566646 0.000702510107038371 0.00251117100650198 201716301.520008
"807" 201812 2 13501 69 653 0.000973346053990669 0.000499151822559317 0.00228019078738486 201730117.209738
"808" 201813 2 13245 53 635 0.000825903286406879 0.000491787865996824 0.00225601163674074 201743932.899468
"809" 201814 2 13686 56 659 0.000485678941035073 0.000354575423209655 0.00173902644314221 201757748.589198
"810" 201815 2 13529 32 619 0.000325960710505965 0.000322765017265711 0.00138025218661299 201771564.278928
"811" 201816 2 13193 30 637 0.000278888726823136 0.000165387500790464 0.00105937029653563 201785379.968658
"812" 201817 2 12914 23 619 0.000180839281183958 0.000194749995121185 0.000854624751592635 201799195.658388
"813" 201818 2 13498 22 558 0.000129945652427184 0.000163480014343877 0.000613988967463146 201813011.348118
"814" 201819 2 13392 6 568 9.04890881825056e-05 7.23912705460045e-05 0.000398246740974944 201826827.037848
"815" 201820 2 12746 12 546 6.34898451660277e-05 0.000101583752265644 0.000221348687465197 201840642.727578
"816" 201821 2 13013 10 570 3.10724368380199e-05 9.32173105140597e-05 0.000170245620322596 201854458.417308
"817" 201822 2 13137 7 571 3.58962730606087e-05 5.02547822848522e-05 0.000100887420075606 201868274.107038
"818" 201823 2 13673 3 587 2.62643242814142e-05 5.25286485628284e-05 8.63484633909508e-05 201882089.796768
"819" 201824 2 13319 6 549 1.86223757327823e-05 3.72447514655646e-05 7.12032013312264e-05 201895905.486498
"820" 201825 2 13173 1 548 4.09578590756755e-05 1.36526196918918e-05 4.23509835340318e-05 201909721.176228
"821" 201826 2 13193 3 551 4.8022707224929e-05 1.60075690749763e-05 3.25768072403027e-05 201923536.865958
"822" 201827 2 13575 1 499 1.90141986062859e-05 3.42255574913147e-05 3.02498614190912e-05 201937352.555688
"823" 201828 2 13413 2 531 2.99330805769551e-05 2.66071827350712e-05 1.44122239814969e-05 201951168.245417
"824" 201829 2 13164 4 545 1.47642513419433e-05 4.42927540258299e-05 1.55413172020456e-05 201964983.935147
"825" 201830 2 13097 4 507 1.1999662172625e-05 3.5998986517875e-05 1.94037090450957e-05 201978799.624877
"826" 201831 2 13341 2 516 2.76713895853065e-05 1.93699727097146e-05 1.75037627144264e-05 201992615.314607
"827" 201832 2 13614 4 562 2.66519236456368e-05 1.99889427342276e-05 2.3862768845512e-05 202006431.004337
"828" 201833 2 12970 3 506 2.64899901976065e-05 1.47166612208925e-05 2.06033257092495e-05 202020246.694067
"829" 201834 2 12940 5 559 4.95166287114295e-05 4.16982136517301e-05 3.28373432507375e-05 202034062.383797
"830" 201835 2 12912 1 499 4.06447526441623e-05 6.77412544069371e-05 3.6497328904962e-05 202047878.073527
"831" 201836 2 13231 3 534 6.90833561442516e-05 6.90833561442516e-05 6.08870257542556e-05 202061693.763257
"832" 201837 2 13224 4 518 4.78922883010118e-05 9.92054543378101e-05 4.6148311416101e-05 202075509.452987
"833" 201838 2 13083 2 497 6.92361223985135e-05 9.0872410648049e-05 6.67118887694011e-05 202089325.142717
"834" 201839 2 12584 2 495 7.34559453887472e-05 7.34559453887472e-05 4.64911046764223e-05 202103140.832447
"835" 201040 3 33778 2 2704 7.57224189012183e-05 3.3128558269283e-05 6.75626754851388e-05 40655897.2595555
"836" 201041 3 33949 4 2870 0.000123547138143315 4.49262320521146e-05 8.4236685097715e-05 40669175.7019426
"837" 201042 3 34280 2 2832 0.000157832624899262 3.34796477059042e-05 9.38513035421572e-05 40682615.1384262
"838" 201043 3 34050 4 2872 0.000154527491803884 3.15362228171192e-05 0.000128813340891464 40696226.3019462
"839" 201044 3 34434 1 2931 0.000263401270005842 5.48752645845505e-05 0.000283764621201073 40710019.9254422
"840" 201045 3 35369 2 3006 0.000323660205551621 5.56290978291849e-05 0.000430086977940735 40724006.741854
"841" 201046 3 35341 3 2933 0.0004169041247739 7.02154315408674e-05 0.000649492741753023 40738197.4841214
"842" 201047 3 34946 6 2993 0.000715988208833548 5.82104234824023e-05 0.000893622889428517 40752602.8851841
"843" 201048 3 35893 4 3207 0.000507218022564276 0.000118223749620245 0.000625441772184521 40767233.677982
"844" 201049 3 36977 4 3163 0.000739007119988589 9.17388148951352e-05 0.000778573484866872 40782100.5954548
"845" 201050 3 37910 7 3367 0.00141653775219488 0.000252587454608243 0.0015173865516392 40797214.3705422
"846" 201051 3 37712 7 3426 0.00281519725468473 0.000397072195985644 0.00250526277731709 40812585.7361841
"847" 201052 3 38808 18 3787 0.002836406630378 0.000647327157362341 0.00202154693035073 40828225.4253201
"848" 201101 3 39486 36 3971 0.00208978262078902 0.000748193777813353 0.00110948302591368 40844144.1708902
"849" 201102 3 39071 36 3846 0.00235937594573136 0.00127406301069493 0.00104698881348463 40860352.7058339
"850" 201103 3 38887 43 3937 0.00286838393988171 0.00191475891274826 0.00157058422026656 40876861.7630912
"851" 201104 3 38877 46 4001 0.00317594739081445 0.00262708399944886 0.001950451125872 40893682.0756017
"852" 201105 3 38492 61 3869 0.00354250469848363 0.00333608625846916 0.00255338269867518 40910824.3763052
"853" 201106 3 39018 71 3895 0.0033158957269706 0.00313919520530023 0.00248085939904829 40928299.3981416
"854" 201107 3 39423 107 4077 0.00345140169909465 0.00341896879354325 0.00276081590837564 40946117.8740505
"855" 201108 3 38445 94 4062 0.00245816151594327 0.00239996640429689 0.00239416361586548 40964290.5369718
"856" 201109 3 38508 102 3944 0.00166414989046073 0.00157506669586886 0.00150496004908234 40982828.1198452
"857" 201110 3 37845 82 3872 0.00117906047528002 0.000944157681361762 0.00102252185157859 41001741.3556104
"858" 201111 3 37318 96 3727 0.000898133079212682 0.00063063857006089 0.00080397552870164 41021040.9772073
"859" 201112 3 36659 54 3547 0.000661009340946328 0.000373010520481524 0.000519882208106781 41040737.7175756
"860" 201113 3 36434 49 3496 0.000401657230309674 0.00023813669781206 0.000456995662944096 41060842.3096551
"861" 201114 3 36277 46 3416 0.000247399176412477 8.82680478657581e-05 0.000314688022760845 41081365.4863855
"862" 201115 3 35184 27 3283 0.000177750468562744 4.44376171406859e-05 0.00017890469238458 41102317.9807067
"863" 201116 3 35231 14 3229 8.83497896576125e-05 3.37335560510884e-05 0.000131981995360758 41123710.5255583
"864" 201117 3 34587 6 3080 9.42527987137348e-05 3.14175995712449e-05 0.000108687912030253 41145553.8538802
"865" 201118 3 34264 8 3040 2.24285852634537e-05 9.75155881019726e-06 5.72091450198239e-05 41167858.6986121
"866" 201119 3 34489 1 3105 3.43411920521264e-05 8.5852980130316e-06 4.2926490065158e-05 41190635.7926938
"867" 201120 3 33804 4 2969 2.28534757017375e-05 0 3.80891261695626e-05 41213895.869065
"868" 201121 3 33774 3 2938 1.78951928772888e-05 1.19301285848592e-05 8.52152041775659e-06 41237649.6606655
"869" 201122 3 33360 3 2929 0 2.98867866806625e-05 2.49056555672187e-05 41261907.9004352
"870" 201123 3 33359 1 2827 0 0 9.32147416638634e-06 41286681.3213137
"871" 201124 3 33431 0 2763 0 2.77281051262113e-05 0 41311980.6562408
"872" 201125 3 32816 1 2743 0 0 1.3772490836711e-05 41337816.6381563
"873" 201126 3 33072 0 2793 0 5.83725571638384e-06 5.83725571638384e-06 41364200
"874" 201127 3 32529 0 2640 0 0 6.25889543953132e-06 41391136.9810052
"875" 201128 3 32567 1 2614 5.04603441187173e-06 0 1.51381032356152e-05 41418615.8455796
"876" 201129 3 32722 2 2642 9.87747935612993e-06 0 1.48162190341949e-05 41446620.3644245
"877" 201130 3 32029 1 2470 0 0 5.66235529045234e-06 41475134.3082412
"878" 201131 3 32559 0 2522 5.73955182883416e-06 8.60932774325124e-06 9.5659197147236e-06 41504141.447731
"879" 201132 3 32413 1 2496 2.6718023593238e-05 8.90600786441267e-06 1.01782947021859e-05 41533625.5535951
"880" 201133 3 32237 0 2438 1.51320459229665e-05 6.05281836918662e-06 5.29621607303829e-06 41563570.3965349
"881" 201134 3 32339 2 2543 2.66356095299718e-05 0 1.59813657179831e-05 41593959.7472516
"882" 201135 3 32412 2 2538 2.64439703659266e-05 1.76293135772844e-05 4.89703154924566e-06 41624777.3764466
"883" 201136 3 32310 1 2446 2.70914866808213e-05 9.03049556027376e-06 0 41656007.054821
"884" 201137 3 32530 1 2518 4.77138548817704e-05 0 1.43141564645311e-05 41687632.5530763
"885" 201138 3 33245 1 2619 2.63842933966055e-05 0 2.19869111638379e-05 41719637.6419136
"886" 201139 3 32861 1 2609 4.20217420430687e-05 2.33454122461493e-06 1.77425133070734e-05 41752006.0920343
"887" 201140 3 33664 1 2658 2.85790511139924e-05 7.14476277849811e-06 2.23273836828066e-05 41784721.6741397
"888" 201141 3 34041 2 2822 9.01838136416026e-06 0 2.70551440924808e-05 41817768.158931
"889" 201142 3 34336 4 2736 2.60304757742037e-05 5.20609515484073e-06 2.23118363778889e-05 41851129.3171095
"890" 201143 3 34358 2 2744 7.54844243597152e-05 0 3.77422121798576e-05 41884788.9193766
"891" 201144 3 35104 4 2901 4.8895348379504e-05 3.25968989196694e-06 3.04237723250247e-05 41918730.7364334
"892" 201145 3 35483 5 3064 7.41158847842557e-05 5.29399177030398e-06 4.36754321050078e-05 41952938.5389814
"893" 201146 3 35288 2 2999 5.3574879897917e-05 0 3.44409942200895e-05 41987396.0977217
"894" 201147 3 34809 3 2988 0.000146866117676237 1.33514652432943e-05 7.32423236203573e-05 42022087.1833557
"895" 201148 3 34815 5 3015 8.91676273165793e-05 6.60500943085773e-06 5.52534442773675e-05 42056995.5665847
"896" 201149 3 35785 1 3146 0.000185092744555396 2.50125330480265e-05 6.87617272156657e-05 42092105.0181099
"897" 201150 3 36153 3 3173 0.000160735502760805 8.68840555463808e-06 4.72810906926817e-05 42127399.3086326
"898" 201151 3 36209 4 3168 0.000330448939393318 2.36034956709513e-05 7.08104870128538e-05 42162862.2088541
"899" 201152 3 36908 5 3272 0.000330498899437243 1.34897509974385e-05 2.26308322654396e-05 42198477.4894758
"900" 201201 3 37621 4 3573 0.000195136316047691 2.58854296797957e-05 2.89864584560638e-05 42234228.9211988
"901" 201202 3 37756 5 3532 0.000183854448946651 3.24449027552913e-05 6.97739844199813e-06 42270100.2747245
"902" 201203 3 37785 5 3579 0.000242389034026749 5.57365158457231e-05 1.88687056881312e-05 42306075.3207541
"903" 201204 3 37218 4 3568 0.000384776826329572 0.000106624903681689 5.34132315229632e-05 42342137.829989
"904" 201205 3 36738 6 3377 0.000574720097961538 0.000163497958902851 8.44727129745321e-05 42378271.5731305
"905" 201206 3 36501 10 3302 0.000644008289365414 0.000231516904025035 6.45879241025741e-05 42414460.3208797
"906" 201207 3 37473 9 3440 0.000905854719724637 0.000340404696347463 0.00010986308902013 42450687.8439381
"907" 201208 3 37603 20 3450 0.00129867098384963 0.000459529732746791 0.000105703449895576 42486937.9130069
"908" 201209 3 37745 26 3560 0.00153190964586179 0.000583741673450026 0.000164770351971325 42523194.2987873
"909" 201210 3 37508 34 3664 0.00181949382799639 0.000608045131294712 0.000205487515922776 42559440.7719807
"910" 201211 3 37495 39 3642 0.00191757022858292 0.00071706840731683 0.000329793021934005 42595661.1032884
"911" 201212 3 36424 43 3373 0.00136996890895675 0.000503665040057629 0.000361990101061812 42631839.0634116
"912" 201213 3 35436 44 3136 0.0010463929723418 0.000364652096422143 0.000413427217599627 42667958.4230516
"913" 201214 3 35468 35 3157 0.00093778394653476 0.000342034213376548 0.000509348285304752 42704002.9529098
"914" 201215 3 35961 17 3126 0.000715255708480495 0.000200702637596222 0.000439660006116824 42739956.4236874
"915" 201216 3 35848 30 3037 0.000643033982757324 0.000115895659683006 0.000468750661507263 42775802.6060856
"916" 201217 3 35060 27 2945 0.000532741920806159 9.28632705992388e-05 0.000464366740012254 42811525.2708058
"917" 201218 3 34695 23 2878 0.000460843269771175 7.32789651579606e-05 0.000359869590909701 42847108.1885493
"918" 201219 3 34011 13 2723 0.000421513426415762 4.17536884657123e-05 0.000427323976657912 42882535.1300174
"919" 201220 3 34123 13 2762 0.000295093744831158 3.78836564310271e-05 0.000517519093527975 42917789.8659113
"920" 201221 3 33816 10 2695 0.000270582768653233 3.97915836254754e-05 0.000497394795318443 42952856.1669323
"921" 201222 3 33203 6 2575 0.000311425044417286 1.00459691747512e-05 0.000629730889639197 42987717.8037817
"922" 201223 3 33408 6 2501 0.000179392083861705 1.66876357080656e-05 0.000531593906389156 43022358.5471608
"923" 201224 3 33748 2 2592 0.000227109568999099 9.46289870829578e-06 0.000532288052341638 43056762.1677709
"924" 201225 3 33161 1 2576 0.000125908214300468 3.70318277354319e-06 0.000328657471151958 43090912.4363133
"925" 201226 3 33136 0 2632 0.000117483578030796 0 0.00041653268574555 43124793.1234892
"926" 201227 3 33280 1 2471 0.000100122907255252 6.67486048368348e-06 0.000213595535477871 43158388
"927" 201228 3 32859 2 2497 8.10001829558436e-05 7.59376715211033e-06 0.00014591944723663 43191684.8460773
"928" 201229 3 32997 0 2452 5.37448172060797e-05 0 0.000107489634412159 43224687.480074
"929" 201230 3 32792 1 2332 7.3144887890455e-05 0 7.3144887890455e-05 43257403.7298737
"930" 201231 3 32890 1 2514 6.4129464697582e-05 1.00202288589972e-06 9.22696074099324e-05 43289841.4233596
"931" 201232 3 33185 2 2494 6.07324334164079e-05 9.95613662564064e-07 6.68720510022196e-05 43322008.3884152
"932" 201233 3 33159 1 2524 8.19685823917577e-05 6.30527556859675e-06 7.89818729118961e-05 43353912.4529239
"933" 201234 3 33428 2 2431 9.74044560649709e-05 8.11703800541424e-06 6.71500416811542e-05 43385561.4447689
"934" 201235 3 33382 4 2470 5.66048819184131e-05 0 5.66048819184131e-05 43416963.1918338
"935" 201236 3 33646 1 2542 7.23593383958789e-05 2.19270722411754e-06 0.000116487571281244 43448125.5220018
"936" 201237 3 33464 0 2583 4.69180145477716e-05 0 0.000136488769593517 43479056.2631564
"937" 201238 3 33759 0 2565 6.93632876332716e-05 8.25753424205614e-06 0.000147071030921674 43509763.2431809
"938" 201239 3 34624 1 2665 5.20610101228259e-05 9.11067677149452e-06 0.000167202610844476 43540254.2899587
"939" 201240 3 34979 4 2638 5.12127669571698e-05 7.09099850176197e-06 0.000139281217485226 43570537.2313732
"940" 201241 3 35029 4 2717 9.06842725111844e-05 8.77589733979204e-06 0.000195711947126115 43600619.8953079
"941" 201242 3 35871 5 2815 0.000166433697066902 4.05935846504638e-06 0.000229390656533894 43630510.1096459
"942" 201243 3 35049 5 2760 0.000185392819404664 2.50530837033329e-06 0.000232484124196183 43660215.7022708
"943" 201244 3 35793 3 2729 0.000295692687833858 6.68232062901375e-06 0.000285194610254754 43689744.501066
"944" 201245 3 36585 5 2811 0.000396411338642814 6.07526955774428e-06 0.000377718201542062 43719104.3339147
"945" 201246 3 36506 12 2906 0.000780008704040134 1.66846781612863e-05 0.00049226582965291 43748303.0287004
"946" 201247 3 36569 15 2836 0.00172517998176109 1.26851469247139e-05 0.0008593416971868 43777348.4133065
"947" 201248 3 37470 18 3153 0.00194993052039515 3.59531657773509e-05 0.000952477128477718 43806248.3156163
"948" 201249 3 38078 49 3267 0.003835662176208 8.30743664401485e-05 0.00140002724344182 43835010.5635132
"949" 201250 3 37729 76 3263 0.00509459255408423 7.45446234920351e-05 0.00182939260585266 43863642.9848806
"950" 201251 3 39001 117 3505 0.007402516036115 0.000115077184571585 0.00281154967339935 43892153.407602
"951" 201252 3 41146 187 3905 0.0104885802294707 0.000240548651194269 0.00403507577679951 43920549.6595605
"952" 201301 3 44547 335 4675 0.00887081628842894 0.00022484326516802 0.0027745033458454 43948839.5686398
"953" 201302 3 46209 570 5147 0.00844116263142289 0.000271009942840773 0.00238701186757836 43977030.962723
"954" 201303 3 45037 548 5071 0.00785795393640062 0.000289110334989523 0.00233896768320568 44005131.6696937
"955" 201304 3 43888 418 4812 0.00636040395072641 0.00034869900415158 0.00226735007501124 44033149.5174351
"956" 201305 3 42590 320 4504 0.00426919198034025 0.000324131538863042 0.00222489107961409 44061092.3338307
"957" 201306 3 41612 222 4252 0.00281304942603651 0.000267470273295275 0.00218304545621938 44088967.9467639
"958" 201307 3 40768 167 4059 0.00187580702133488 0.000174101849285573 0.00209047434959052 44116784.184118
"959" 201308 3 39881 124 3827 0.00141976962848025 0.000192566455357091 0.00217314863473728 44144548.8737763
"960" 201309 3 39587 105 3747 0.000992618953315024 0.000128259752394638 0.00213164590128664 44172269.8436224
"961" 201310 3 39593 77 3674 0.00079617096410679 0.000132194424229052 0.00230765110814909 44199954.9215396
"962" 201311 3 39094 76 3669 0.000635792238672343 0.000136769260644632 0.00214143472624363 44227611.9354111
"963" 201312 3 38559 53 3450 0.000461070875671729 9.61946431257564e-05 0.00172297400199631 44255248.7131206
"964" 201313 3 38480 36 3486 0.000296609381947866 0.000100908346435872 0.0014546204283079 44282873.0825512
"965" 201314 3 37629 33 3361 0.00031080596793681 7.62354260977082e-05 0.00118212642829147 44310492.8715864
"966" 201315 3 37699 23 3291 0.000142928444379368 0.000102091745985263 0.00075455081350926 44338115.9081096
"967" 201316 3 36463 16 3164 0.000124731960001474 5.63305625813106e-05 0.00045265630645696 44365750.0200041
"968" 201317 3 35440 16 2973 9.76243020361659e-05 5.71010068513424e-05 0.000337080137219214 44393403.0351534
"969" 201318 3 35412 7 2866 6.7562586000026e-05 2.25208620000087e-05 0.000253359697500097 44421082.7814408
"970" 201319 3 34986 6 2818 6.82221905426551e-05 2.48080692882382e-05 0.000231075161515445 44448797.0867497
"971" 201320 3 34566 1 2729 5.05875479766969e-05 2.52937739883485e-05 0.000177056417918439 44476553.7789634
"972" 201321 3 34477 5 2663 4.36200582503721e-05 2.83530378627418e-05 0.000168980312613398 44504360.6859654
"973" 201322 3 33759 1 2523 5.68182457484324e-05 5.24476114600915e-05 0.000162136433277164 44532225.635639
"974" 201323 3 33916 4 2737 5.2494061481272e-05 5.2494061481272e-05 0.000114251780871004 44560156.4558677
"975" 201324 3 33576 3 2717 4.21227832514582e-05 7.02046387524303e-05 8.77557984405379e-05 44588160.9745347
"976" 201325 3 33308 3 2539 3.3964136954979e-05 7.64193081487028e-05 7.24391358492912e-05 44616247.0195235
"977" 201326 3 33410 1 2521 1.20879586511402e-05 7.9780527097525e-05 2.04152190552589e-05 44644422.4187175
"978" 201327 3 33392 1 2454 4.27802157267144e-05 7.27263667354144e-05 3.30018807034654e-05 44672695
"979" 201328 3 32807 1 2424 7.17859550832694e-05 4.78573033888463e-05 1.70918940674451e-05 44701070.7859875
"980" 201329 3 33125 3 2499 2.03610576220249e-05 0.000101805288110124 3.1414203188267e-05 44729548.5782292
"981" 201330 3 33214 3 2377 3.86384314174882e-05 6.6739108812025e-05 1.56114874414094e-05 44758125.373007
"982" 201331 3 33244 3 2379 3.61078392292978e-05 7.54982092976227e-05 3.13892011481964e-05 44786798.1666033
"983" 201332 3 33137 1 2465 2.35049953526043e-05 6.5813986987292e-05 1.03060364238342e-05 44815563.9553001
"984" 201333 3 33024 3 2443 1.40156077626857e-05 0.000112124862101485 2.22600829172067e-05 44844419.7353796
"985" 201334 3 33248 3 2438 3.80333233079178e-05 0.000104591639096774 3.47865761962663e-06 44873362.5031241
"986" 201335 3 33446 2 2384 2.05032572359641e-05 0.000205032572359641 2.69296512949976e-05 44902389.2548155
"987" 201336 3 32800 1 2327 4.50841994858994e-05 0.000216404157532317 3.58203228792078e-05 44931496.9867361
"988" 201337 3 33366 1 2437 2.57711842786622e-05 0.000176716692196541 1.68739897062669e-05 44960682.6951681
"989" 201338 3 33942 0 2478 3.01143253874599e-05 0.000175666898093516 6.85937411603253e-05 44989943.3763937
"990" 201339 3 33983 5 2504 4.76097890554021e-05 0.000280368757770701 4.95061957473363e-05 45019276.0266949
"991" 201340 3 34611 0 2598 3.37015706754494e-05 0.000212319895255331 6.08440184559994e-05 45048677.6423539
"992" 201341 3 34394 8 2599 8.10324746125553e-05 0.000214736057723272 6.73294219951476e-05 45078145.219653
"993" 201342 3 34824 6 2629 5.92599796642136e-05 0.000177779938992641 5.54774277707532e-05 45107675.7548742
"994" 201343 3 35019 6 2643 5.87099141561501e-05 0.000241746705348853 3.89480803062041e-05 45137266.2442997
"995" 201344 3 35724 9 2670 8.44835164113172e-05 0.000307212786950244 7.83392606723123e-05 45166913.6842117
"996" 201345 3 35829 12 2800 7.65444560404376e-05 0.000452610696586935 9.30674891555681e-05 45196615.0708923
"997" 201346 3 36346 9 2730 4.09934138065497e-05 0.000569085038726219 8.90822519185016e-05 45226367.4006238
"998" 201347 3 36191 9 2781 3.05651772126352e-05 0.000745790323988299 0.000126192060265876 45256167.6696882
"999" 201348 3 36158 12 2748 9.01601890300334e-05 0.00143880634993762 0.000123250026017 45286012.8743677
"1000" 201349 3 37183 19 2913 6.83502600112951e-05 0.00216354861497292 0.000145857756318327 45315900.0109445
"1001" 201350 3 37971 27 3110 0.000146235952015283 0.00313362754318464 0.000117960002897541 45345826.0757008
"1002" 201351 3 38648 28 3177 0.00015245765854921 0.00616085307368088 0.00015070136445221 45375788.0649186
"1003" 201352 3 37901 50 3109 0.000168516458036309 0.00936596735191273 0.00028517555179307 45405782.9748802
"1004" 201401 3 38647 106 3464 0.000245116883955614 0.00787599250815277 0.000204211569991064 45435807.8018678
"1005" 201402 3 40603 153 3860 0.000178371714776814 0.00552952315808124 0.000188337930252685 45465859.5421634
"1006" 201403 3 39836 161 3869 0.000195913840637495 0.00484648996062464 0.000232607043625624 45495935.1920493
"1007" 201404 3 39541 157 3743 0.000233128432476678 0.00402676383368808 0.000299917648645868 45526031.7478075
"1008" 201405 3 39708 135 3663 0.000166090677881736 0.00303824410759272 0.000314967107264346 45556146.2057204
"1009" 201406 3 39009 114 3512 0.000200637683923113 0.00216757292716936 0.000363305036928958 45586275.5620699
"1010" 201407 3 39512 95 3503 0.00016746776573481 0.00176345575002679 0.000306616463788916 45616416.8131384
"1011" 201408 3 38701 93 3205 0.000119181993721171 0.00114863805542867 0.000330211685805188 45646566.9552079
"1012" 201409 3 37963 76 3124 0.000121768968153391 0.000759453827693518 0.000356189791497176 45676722.9845606
"1013" 201410 3 38383 56 3300 0.000165909075639588 0.000610240278214578 0.000405267858816257 45706881.8974786
"1014" 201411 3 38062 37 3230 0.000181197386686547 0.000448984674975515 0.000461812808546244 45737040.6902442
"1015" 201412 3 37875 33 3175 0.000332395866619216 0.000396412848338472 0.000706889655861216 45767196.3591395
"1016" 201413 3 37701 29 3085 0.000408057082466215 0.000322004228340687 0.000878881501086771 45797345.9004466
"1017" 201414 3 37438 38 3126 0.000470868474157848 0.000251859881526291 0.00102386517055253 45827486.3104477
"1018" 201415 3 37317 50 3071 0.000612075036398507 0.000182320223608066 0.000971583793837036 45857614.585425
"1019" 201416 3 36723 34 2919 0.000550303296765679 6.87879120957099e-05 0.000775927648439608 45887727.7216607
"1020" 201417 3 36816 37 2925 0.00044505067175306 7.79650811830179e-05 0.000627085213979481 45917822.7154368
"1021" 201418 3 36416 41 2864 0.000407167194235937 3.27187923939592e-05 0.000662386456611297 45947896.5630355
"1022" 201419 3 37073 30 2919 0.000392268691472503 3.192884698032e-05 0.000525196952370162 45977946.2607391
"1023" 201420 3 35132 18 2666 0.000337429467021284 2.15380510864649e-05 0.000447284923356481 46007968.8048296
"1024" 201421 3 35590 15 2656 0.000249605491491056 0 0.000371288168592946 46037961.1915893
"1025" 201422 3 35177 7 2603 0.0002732377214158 2.62728578284423e-06 0.00030285180138112 46067920.4173003
"1026" 201423 3 34564 12 2627 0.000175256710732221 5.97466059314391e-06 0.000253723919855512 46097843.4782447
"1027" 201424 3 34799 5 2633 0.000157627201357612 5.08474843089071e-06 0.000232445642555004 46127727.3707047
"1028" 201425 3 34474 5 2523 0.000145735333096144 4.55422915925449e-06 0.000178468855178285 46157569.0909625
"1029" 201426 3 34417 1 2416 0.000106186480112294 2.58991414908034e-06 0.000146168279788722 46187365.6353002
"1030" 201427 3 34299 3 2437 9.19213943074224e-05 3.99658236119228e-06 0.000177625882719657 46217114
"1031" 201428 3 34292 3 2452 0.000114001456923285 2.32656034537316e-06 0.000106634015829603 46246811.9309728
"1032" 201429 3 34325 2 2403 6.33671848489223e-05 0 9.35420347769805e-05 46276460.1726442
"1033" 201430 3 34169 2 2465 7.37107519074323e-05 3.98436496796931e-06 8.3450310718024e-05 46306060.2190688
"1034" 201431 3 34024 2 2375 8.62154654356582e-05 1.69049932226781e-06 6.278997482709e-06 46335613.5643009
"1035" 201432 3 34070 1 2353 4.22880664896537e-05 5.15708127922605e-06 3.55838608266598e-05 46365121.702395
"1036" 201433 3 33916 3 2347 7.78626216294671e-05 0 6.05598168229188e-05 46394586.1274055
"1037" 201434 3 33893 2 2351 5.85892105823546e-05 2.66314593556157e-06 6.68207525649995e-05 46424008.3333869
"1038" 201435 3 33585 4 2289 6.37405248209495e-05 6.37405248209495e-06 6.26023011634325e-05 46453389.8143935
"1039" 201436 3 34318 1 2413 7.98063196776603e-05 1.36254692132591e-05 4.67158944454597e-05 46482732.0644799
"1040" 201437 3 34120 1 2340 8.17863349668677e-05 1.25825130718258e-06 1.76155183005561e-05 46512036.5777004
"1041" 201438 3 34928 3 2451 8.48571705398872e-05 5.58270858815047e-06 0.000111111851500161 46541304.8481095
"1042" 201439 3 35470 5 2508 0.000134930619181949 0 0.000117439612991696 46570538.3697616
"1043" 201440 3 35123 4 2471 0.000144388846389345 3.20864103087433e-06 0.000115571617508285 46599738.6367111
"1044" 201441 3 35796 5 2519 0.000204640583938361 9.21804432154781e-06 0.000168413669754679 46628907.1430125
"1045" 201442 3 36054 6 2528 0.00027300977643077 6.72437872982191e-06 0.000182027966994452 46658045.3827202
"1046" 201443 3 35963 8 2618 0.000306145972800478 8.0142924816879e-06 0.000138683360349785 46687154.8498887
"1047" 201444 3 35944 11 2550 0.000455226364160507 7.03052299861786e-06 0.000151722352533823 46716237.0385723
"1048" 201445 3 37357 9 2594 0.000786888463701368 1.08536339820878e-05 0.000181109016771379 46745293.4428255
"1049" 201446 3 37047 10 2632 0.00099133518384801 1.52220373719464e-05 0.000173023478681739 46774325.5567028
"1050" 201447 3 38724 23 2732 0.00202561823181853 1.26285425923848e-05 0.000174380158820569 46803334.8742585
"1051" 201448 3 38468 34 2795 0.00366763398535206 1.59323804750307e-05 0.000251042530829631 46832322.8895472
"1052" 201449 3 38970 68 2962 0.00411295063964997 1.41407929653977e-05 0.000248395911779554 46861291.0966232
"1053" 201450 3 39623 135 3123 0.00693764186880531 1.1738818728943e-05 0.000294080970364313 46890240.9895409
"1054" 201451 3 40798 251 3399 0.0109321054241007 6.28462513601648e-06 0.000312170242597233 46919174.0623549
"1055" 201452 3 42062 442 3589 0.0159855112255115 1.23886679608718e-05 0.000495741835520775 46948091.8091195
"1056" 201453 3 44689 886 4222 0.0109599858913314 6.07874980107123e-06 0.000454975022344859 46976995.7238891
"1057" 201501 3 46845 980 4752 0.00675842720645407 1.54522485429073e-05 0.000325344897746876 47005887.3007183
"1058" 201502 3 46358 890 4730 0.00646556028163534 1.19217460632489e-05 0.000437122707633405 47034768.0336614
"1059" 201503 3 44405 626 4419 0.00659782278956117 7.07920900167507e-06 0.000519836807521459 47063639.4167728
"1060" 201504 3 43370 511 4105 0.00524647148040586 1.40656071860747e-05 0.000565205202645196 47092502.9441071
"1061" 201505 3 42975 431 3987 0.00390866827124536 1.36190532099141e-05 0.000687215161417717 47121360.1097186
"1062" 201506 3 42593 369 3836 0.00266688352196686 4.23987841330185e-06 0.000814130499390181 47150212.4076617
