"dvd" "agcat" "allcause" "flu" "pneum" "AH3" "AH1" "B" "pop"
"269" 201547 1 685 0 18 8.69001219472897e-05 6.15542530459969e-05 0.000114771449574642 73645884.5968046
"270" 201548 1 694 5 20 8.88074342999022e-05 6.66055757249267e-05 8.68169228414561e-05 73646535.679245
"271" 201549 1 713 2 19 7.53692304080462e-05 7.74062366352907e-05 0.000115672853618527 73647170.5988902
"272" 201550 1 671 2 11 9.97817797390702e-05 0.00017653699492297 0.000217431166947179 73647789.4134817
"273" 201551 1 741 0 12 8.53314828378112e-05 0.000230136423411067 0.000238034874715062 73648392.1807608
"274" 201552 1 645 2 24 9.35300106352309e-05 0.000243846099156138 0.000255587961963158 73648978.9584687
"275" 201601 1 713 0 19 9.02130771593164e-05 0.000307785792661197 0.00018492876779539 73649549.8043468
"276" 201602 1 684 2 27 0.00015683409157603 0.000451118285881615 0.000238496204116484 73650104.7761365
"277" 201603 1 703 1 24 0.000174094723110936 0.000628481950430478 0.000353088899672549 73650643.931579
"278" 201604 1 695 2 22 0.000254572438990882 0.000836906893182525 0.00043448259406323 73651167.3284157
"279" 201605 1 700 2 16 0.000329481246464234 0.00129480349487699 0.00060652362796902 73651675.024388
"280" 201606 1 754 7 24 0.000508989574246361 0.00192165131632842 0.000927184869517268 73652167.0772371
"281" 201607 1 766 5 20 0.000558944185922056 0.00292572347318576 0.00121379811283755 73652643.5447043
"282" 201608 1 720 9 28 0.000540248080649887 0.00389351202951125 0.00128287480738449 73653104.4845311
"283" 201609 1 705 5 25 0.000772180198909272 0.00465281742857152 0.00160009435726348 73653549.9544587
"284" 201610 1 695 5 15 0.000821188725387122 0.00570109616698472 0.00197064993454205 73653980.0122284
"285" 201611 1 752 11 24 0.000562344523544305 0.00399713431289238 0.00161709275157949 73654394.7155817
"286" 201612 1 747 13 17 0.000571087017502012 0.00305156598240974 0.00152707903951371 73654794.1222597
"287" 201613 1 731 11 13 0.000494383450685061 0.00221648580390469 0.00138423475596927 73655178.2900039
"288" 201614 1 721 9 21 0.000353179995242442 0.00139702309229233 0.00123428832657196 73655547.2765555
"289" 201615 1 691 4 17 0.000333407366874194 0.00109141044028048 0.00129047243622774 73655901.1396559
"290" 201616 1 674 4 19 0.000354535018209024 0.000770485551383391 0.00133139121726476 73656239.9370464
"291" 201617 1 718 2 19 0.000257622610219161 0.000439009958230612 0.00113587878136675 73656563.7264684
"292" 201618 1 729 1 16 0.000192883062012862 0.00025172874194899 0.000855903753762628 73656872.5656632
"293" 201619 1 709 4 23 0.000157952364898268 0.000135023795800132 0.000692679351365502 73657166.512372
"294" 201620 1 728 0 12 0.000174667821518531 7.93944643266049e-05 0.000572774349784793 73657445.6243363
"295" 201621 1 708 1 17 0.000121532243928071 4.41935432465714e-05 0.000486446914872333 73657709.9592973
"296" 201622 1 758 1 13 8.32871899347296e-05 2.56268276722245e-05 0.000300177658282581 73657959.5749964
"297" 201623 1 735 0 11 6.51925331411918e-05 2.17308443803973e-05 0.000257044844956699 73658194.5291748
"298" 201624 1 772 0 12 5.56857025309939e-05 2.16555509842754e-05 0.000123221658142971 73658414.8795741
"299" 201625 1 704 0 17 4.83160682785677e-05 1.09809246087654e-05 0.000111855691128378 73658620.6839353
"300" 201626 1 746 0 11 3.50651347072677e-05 5.84418911787794e-06 8.02452121185549e-05 73658812
"301" 201627 1 671 1 8 3.36484932599994e-05 3.73872147333327e-06 4.67340184166658e-05 73658988.9221376
"302" 201628 1 728 2 14 3.05231865724844e-05 1.45348507488021e-06 4.13032008778459e-05 73659151.6912306
"303" 201629 1 745 1 11 3.08256995958933e-05 3.42507773287704e-06 3.71050087728346e-05 73659300.5847896
"304" 201630 1 724 1 8 2.73996451709203e-05 1.44208658794317e-06 3.60521646985793e-05 73659435.8803255
"305" 201631 1 706 0 2 4.49640242002789e-05 9.99200537783975e-07 2.78564998412502e-05 73659557.8553487
"306" 201632 1 740 0 12 2.60741560815023e-05 5.58731916032192e-06 4.31747389661239e-05 73659666.78737
"307" 201633 1 731 0 9 3.74328146741753e-05 1.2907867129026e-06 3.01183566343939e-05 73659762.9539001
"308" 201634 1 751 0 11 8.59730897715308e-05 1.53523374592019e-05 4.02085028693384e-05 73659846.6324497
"309" 201635 1 659 0 12 9.60470362558147e-05 2.03736137512334e-05 6.11954698754997e-05 73659918.1005294
"310" 201636 1 710 1 22 7.60426565983905e-05 5.0695104398927e-06 7.96891465639274e-05 73659977.63565
"311" 201637 1 753 1 14 8.48123530805855e-05 1.2336342266267e-05 7.61435720286141e-05 73660025.515322
"312" 201638 1 669 1 12 0.000116464190574678 9.07513173309178e-06 8.67127277795935e-05 73660062.0170562
"313" 201639 1 681 2 20 0.000122754471821514 8.40784053572016e-06 0.000102702565336325 73660087.4183633
"314" 201640 1 732 1 17 0.000106041196314356 1.1097334498014e-05 9.31574142681056e-05 73660101.9967539
"315" 201641 1 690 0 15 8.74310427960376e-05 1.18733514908199e-05 8.0849595348592e-05 73660106.0297387
"316" 201642 1 715 0 14 9.69696869818535e-05 8.68385256553912e-06 9.0065312401056e-05 73660099.7948284
"317" 201643 1 719 0 16 0.000121890247546167 1.21890247546167e-05 9.30345971066661e-05 73660083.5695337
"318" 201644 1 712 0 14 0.000173339304935135 1.70497676985379e-05 0.000115527349899073 73660057.6313652
"319" 201645 1 670 1 15 0.000245255507722627 7.91146799105249e-06 0.00011754181015278 73660022.2578337
"320" 201646 1 642 0 16 0.000301112420703891 1.43386867001853e-05 0.000136094620622901 73659977.7264497
"321" 201647 1 715 1 15 0.000483207039993962 1.47319219510354e-05 0.000209544812618936 73659924.3147241
"322" 201648 1 772 3 19 0.000436745766772495 1.78543866919574e-05 0.000165937698602994 73659862.3001674
"323" 201649 1 668 0 16 0.000647867402092769 1.8935581689559e-05 0.0001942426083192 73659791.9602903
"324" 201650 1 713 1 17 0.00128191869525086 3.07660486860207e-05 0.000216407897048163 73659713.5726036
"325" 201651 1 688 5 19 0.00259197037509402 7.39834063757152e-05 0.000402103016776471 73659627.4146178
"326" 201652 1 653 3 16 0.00421005435844181 8.03828994451896e-05 0.000463946092370717 73659533.7638438
"327" 201701 1 697 5 22 0.00353555909398265 9.06553613841706e-05 0.000354180293576745 73659432.8977921
"328" 201702 1 695 7 22 0.00393175717262999 8.72141699677997e-05 0.000401983212035375 73659325.0939734
"329" 201703 1 675 4 17 0.00519420171396039 0.000131469581570045 0.000626605158640049 73659210.6298984
"330" 201704 1 634 7 24 0.0054134388802422 0.000104661302908837 0.000759171156837342 73659089.7830779
"331" 201705 1 686 6 19 0.00728883631354783 0.00014352534825905 0.00114298470177588 73658962.8310224
"332" 201706 1 692 9 20 0.00903904225182081 0.000215939434683472 0.00195668289444664 73658830.0512426
"333" 201707 1 703 15 34 0.00858783923794793 0.000223231295176016 0.00239544249375396 73658691.7212493
"334" 201708 1 676 10 23 0.00787133820363863 0.000289681228306498 0.00286599879247799 73658548.1185531
"335" 201709 1 709 3 21 0.00440398008351199 0.00016003696131201 0.00204341166420611 73658399.5206647
"336" 201710 1 691 6 18 0.00359623474666134 0.000143849389866453 0.00244841905423614 73658246.2050947
"337" 201711 1 704 4 20 0.00298379381208963 8.59121141908421e-05 0.00275745790226054 73658088.4493539
"338" 201712 1 761 4 22 0.00282027132423822 0.000105082224821376 0.00332600172720289 73657926.5309529
"339" 201713 1 716 4 17 0.00198556810061023 8.38972436877561e-05 0.00321111591901663 73657760.7274024
"340" 201714 1 717 4 22 0.00111397716737312 5.26044773481749e-05 0.00242053210020987 73657591.316213
"341" 201715 1 730 12 25 0.00068823222628678 1.56416415065177e-05 0.0017309392687014 73657418.5748956
"342" 201716 1 716 3 13 0.000432679733197597 3.35174441209406e-05 0.00114095624975326 73657242.7809606
"343" 201717 1 712 1 23 0.000255561239774516 1.34505915670798e-05 0.000747774916685768 73657064.2119189
"344" 201718 1 724 3 13 0.000208945163935044 1.30590727459403e-05 0.000594901977981075 73656883.1452811
"345" 201719 1 670 2 19 0.000219055622398412 6.91754597047616e-06 0.000530545699648693 73656699.8585578
"346" 201720 1 722 1 13 0.00021746587293065 1.7537570397633e-05 0.00046405743239509 73656514.6292598
"347" 201721 1 724 1 16 0.00016913792427409 2.88772065833813e-05 0.000381958120435732 73656327.7348977
"348" 201722 1 737 0 16 0.000196727910172202 5.04430538903083e-06 0.000354494831759515 73656139.4529822
"349" 201723 1 754 1 15 0.000133846193934216 2.2307698989036e-05 0.000257260730067804 73655950.0610241
"350" 201724 1 739 0 14 0.000126164351431778 2.46174344257127e-05 0.000192218001818327 73655759.8365338
"351" 201725 1 804 1 20 0.000113022077093772 1.41277596367214e-05 0.000147164162882515 73655569.0570223
"352" 201726 1 684 1 5 0.000111016743107689 1.23351936786321e-05 0.000123351936786321 73655378
"353" 201727 1 673 1 18 7.10531509288668e-05 2.63159818255062e-05 0.000100036780227096 73655186.896726
"354" 201728 1 734 0 11 8.61516427695453e-05 1.1486885702606e-05 6.99003101561992e-05 73654995.7934519
"355" 201729 1 701 0 18 7.12680826297602e-05 1.99550631363328e-05 4.56115728830465e-05 73654804.6901779
"356" 201730 1 711 0 11 6.87076853392405e-05 1.52683745198312e-05 5.9982899899337e-05 73654613.5869038
"357" 201731 1 673 0 9 0.000108198782233838 1.16971656469014e-05 4.17029383933008e-05 73654422.4836298
"358" 201732 1 702 1 9 8.23686121375532e-05 7.06016675464742e-06 6.61527953449156e-05 73654231.3803558
"359" 201733 1 700 2 8 5.97447819616833e-05 1.19489563923367e-05 4.54060342908793e-05 73654040.2770817
"360" 201734 1 714 0 10 9.23118609495087e-05 7.28777849601384e-06 4.48899783416439e-05 73653849.1738077
"361" 201735 1 643 1 11 0.000105431136343306 3.67783033755718e-05 6.89926984774754e-05 73653658.0705336
"362" 201736 1 670 0 15 0.000105082756632953 1.27116237862443e-05 5.69555245982933e-05 73653466.9672596
"363" 201737 1 696 0 13 0.000134678428574647 9.88465530823097e-06 7.03279867538325e-05 73653275.8639856
"364" 201738 1 699 0 11 0.00012439476758604 2.46326272447604e-06 6.94478268123263e-05 73653084.7607115
"365" 201739 1 713 1 7 0.000129997947530397 1.0924197271462e-05 7.00064848370527e-05 73652893.6574375
"366" 201740 1 708 0 13 0.000171452447496571 1.81209903858165e-05 9.23140219253367e-05 73652702.5541634
"367" 201741 1 647 1 9 0.000181618649629376 1.7780846816862e-05 7.87949623053681e-05 73652511.4508894
"368" 201742 1 654 1 12 0.00020310953446864 1.64366097257859e-05 8.68707764798087e-05 73652320.3476154
"369" 201743 1 697 0 14 0.000254921110402048 3.744603881612e-05 0.000117649243228932 73652129.2443413
"370" 201744 1 704 3 17 0.000391584290869563 3.64633145344128e-05 0.000186366651259385 73651938.1410673
"371" 201745 1 697 3 11 0.000549668592186632 5.06044100743248e-05 0.000210008047438236 73651747.0377932
"372" 201746 1 692 2 17 0.000719908970355999 9.95429687405826e-05 0.00028100481830575 73651555.9345192
"373" 201747 1 688 2 22 0.00120868083194638 0.000100928541975156 0.000346027027690345 73651364.8312452
"374" 201748 1 672 0 16 0.00118909139820163 9.20489534140856e-05 0.00035990798537658 73651173.7279711
"375" 201749 1 636 0 14 0.00188204351204748 0.000128321148548692 0.000464331630085793 73650982.6246971
"376" 201750 1 715 4 12 0.00380250102390682 0.000344311064292951 0.000767523991763291 73650791.521423
"377" 201751 1 720 8 17 0.00778823315780462 0.000750673075451047 0.00156967227282322 73650600.418149
"378" 201752 1 692 8 26 0.0108050431044372 0.00100629882178678 0.00205876748122483 73650409.314875
"379" 201801 1 721 15 21 0.0103720889063637 0.00100273971300193 0.00221502462360515 73650218.2116009
"380" 201802 1 689 14 20 0.0109492492348684 0.00130815403045022 0.00262641303051186 73650027.1083269
"381" 201803 1 704 13 22 0.0118102576817023 0.00175897454833864 0.00358461993358881 73649836.0050528
"382" 201804 1 754 17 20 0.0121462203791384 0.00238768074435192 0.00467454436760088 73649644.9017788
"383" 201805 1 729 9 27 0.0118830548372436 0.00258867191390113 0.00636477839473105 73649453.7985048
"384" 201806 1 698 15 18 0.0106366269545164 0.00283817613577513 0.00750106281407699 73649262.6952307
"385" 201807 1 727 12 24 0.00777442874902707 0.00255683084526826 0.00745929480865048 73649071.5919567
"386" 201808 1 697 13 26 0.00480422371787264 0.00136150233225971 0.00549820910141383 73648880.4886826
"387" 201809 1 647 15 22 0.00228380634466098 0.000951585976942073 0.00335402091731657 73648689.3854086
"388" 201810 1 708 1 13 0.00157032274068363 0.0005542315555354 0.00259170689776944 73648498.2821346
"389" 201811 1 668 5 13 0.00104061657566646 0.000702510107038371 0.00251117100650198 73648307.1788605
"390" 201812 1 693 4 17 0.000973346053990669 0.000499151822559317 0.00228019078738486 73648116.0755865
"391" 201813 1 662 7 19 0.000825903286406879 0.000491787865996824 0.00225601163674074 73647924.9723125
"392" 201814 1 649 3 14 0.000485678941035073 0.000354575423209655 0.00173902644314221 73647733.8690384
"393" 201815 1 636 1 11 0.000325960710505965 0.000322765017265711 0.00138025218661299 73647542.7657644
"394" 201816 1 692 5 19 0.000278888726823136 0.000165387500790464 0.00105937029653563 73647351.6624903
"395" 201817 1 656 0 9 0.000180839281183958 0.000194749995121185 0.000854624751592635 73647160.5592163
"396" 201818 1 660 2 6 0.000129945652427184 0.000163480014343877 0.000613988967463146 73646969.4559422
"397" 201819 1 738 1 9 9.04890881825056e-05 7.23912705460045e-05 0.000398246740974944 73646778.3526682
"398" 201820 1 662 1 8 6.34898451660277e-05 0.000101583752265644 0.000221348687465197 73646587.2493942
"399" 201821 1 659 2 13 3.10724368380199e-05 9.32173105140597e-05 0.000170245620322596 73646396.1461201
"400" 201822 1 722 1 9 3.58962730606087e-05 5.02547822848522e-05 0.000100887420075606 73646205.0428461
"401" 201823 1 673 0 16 2.62643242814142e-05 5.25286485628284e-05 8.63484633909508e-05 73646013.9395721
"402" 201824 1 689 1 13 1.86223757327823e-05 3.72447514655646e-05 7.12032013312264e-05 73645822.836298
"403" 201825 1 699 0 8 4.09578590756755e-05 1.36526196918918e-05 4.23509835340318e-05 73645631.733024
"404" 201826 1 648 0 12 4.8022707224929e-05 1.60075690749763e-05 3.25768072403027e-05 73645440.6297499
"405" 201827 1 775 0 10 1.90141986062859e-05 3.42255574913147e-05 3.02498614190912e-05 73645249.5264759
"406" 201828 1 687 0 11 2.99330805769551e-05 2.66071827350712e-05 1.44122239814969e-05 73645058.4232019
"407" 201829 1 694 0 12 1.47642513419433e-05 4.42927540258299e-05 1.55413172020456e-05 73644867.3199278
"408" 201830 1 702 1 12 1.1999662172625e-05 3.5998986517875e-05 1.94037090450957e-05 73644676.2166538
"409" 201831 1 648 2 5 2.76713895853065e-05 1.93699727097146e-05 1.75037627144264e-05 73644485.1133797
"410" 201832 1 654 1 13 2.66519236456368e-05 1.99889427342276e-05 2.3862768845512e-05 73644294.0101057
"411" 201833 1 639 0 8 2.64899901976065e-05 1.47166612208925e-05 2.06033257092495e-05 73644102.9068317
"412" 201834 1 688 0 7 4.95166287114295e-05 4.16982136517301e-05 3.28373432507375e-05 73643911.8035576
"413" 201835 1 679 0 6 4.06447526441623e-05 6.77412544069371e-05 3.6497328904962e-05 73643720.7002836
"414" 201836 1 645 0 6 6.90833561442516e-05 6.90833561442516e-05 6.08870257542556e-05 73643529.5970095
"415" 201837 1 662 0 10 4.78922883010118e-05 9.92054543378101e-05 4.6148311416101e-05 73643338.4937355
"416" 201838 1 718 2 13 6.92361223985135e-05 9.0872410648049e-05 6.67118887694011e-05 73643147.3904615
"417" 201839 1 699 2 14 7.34559453887472e-05 7.34559453887472e-05 4.64911046764223e-05 73642956.2871874
"418" 201040 2 11996 3 541 7.57224189012183e-05 3.3128558269283e-05 6.75626754851388e-05 195236903.972072
"419" 201041 2 11887 2 577 0.000123547138143315 4.49262320521146e-05 8.4236685097715e-05 195271881.257173
"420" 201042 2 12047 1 574 0.000157832624899262 3.34796477059042e-05 9.38513035421572e-05 195306703.517929
"421" 201043 2 11800 1 612 0.000154527491803884 3.15362228171192e-05 0.000128813340891464 195341360.419384
"422" 201044 2 12235 3 554 0.000263401270005842 5.48752645845505e-05 0.000283764621201073 195375841.626581
"423" 201045 2 12280 0 583 0.000323660205551621 5.56290978291849e-05 0.000430086977940735 195410136.804564
"424" 201046 2 11983 5 586 0.0004169041247739 7.02154315408674e-05 0.000649492741753023 195444235.618378
"425" 201047 2 12081 5 596 0.000715988208833548 5.82104234824023e-05 0.000893622889428517 195478127.733065
"426" 201048 2 12244 4 629 0.000507218022564276 0.000118223749620245 0.000625441772184521 195511802.813669
"427" 201049 2 12542 7 646 0.000739007119988589 9.17388148951352e-05 0.000778573484866872 195545250.525235
"428" 201050 2 12586 5 643 0.00141653775219488 0.000252587454608243 0.0015173865516392 195578460.532805
"429" 201051 2 12441 8 642 0.00281519725468473 0.000397072195985644 0.00250526277731709 195611422.501423
"430" 201052 2 13091 8 749 0.002836406630378 0.000647327157362341 0.00202154693035073 195644126.096133
"431" 201101 2 12963 13 771 0.00208978262078902 0.000748193777813353 0.00110948302591368 195676560.981979
"432" 201102 2 12859 26 833 0.00235937594573136 0.00127406301069493 0.00104698881348463 195708716.824005
"433" 201103 2 12897 15 741 0.00286838393988171 0.00191475891274826 0.00157058422026656 195740583.287253
"434" 201104 2 12660 32 770 0.00317594739081445 0.00262708399944886 0.001950451125872 195772150.036769
"435" 201105 2 12883 34 796 0.00354250469848363 0.00333608625846916 0.00255338269867518 195803406.737594
"436" 201106 2 13082 70 817 0.0033158957269706 0.00313919520530023 0.00248085939904829 195834343.054774
"437" 201107 2 13171 76 855 0.00345140169909465 0.00341896879354325 0.00276081590837564 195864948.653352
"438" 201108 2 12972 71 879 0.00245816151594327 0.00239996640429689 0.00239416361586548 195895213.198371
"439" 201109 2 12943 70 841 0.00166414989046073 0.00157506669586886 0.00150496004908234 195925126.354875
"440" 201110 2 13158 76 824 0.00117906047528002 0.000944157681361762 0.00102252185157859 195954677.787908
"441" 201111 2 12699 46 738 0.000898133079212682 0.00063063857006089 0.00080397552870164 195983857.162513
"442" 201112 2 12392 33 752 0.000661009340946328 0.000373010520481524 0.000519882208106781 196012654.143735
"443" 201113 2 12213 30 655 0.000401657230309674 0.00023813669781206 0.000456995662944096 196041058.396617
"444" 201114 2 12751 28 612 0.000247399176412477 8.82680478657581e-05 0.000314688022760845 196069059.586202
"445" 201115 2 12335 16 657 0.000177750468562744 4.44376171406859e-05 0.00017890469238458 196096647.377534
"446" 201116 2 12007 12 639 8.83497896576125e-05 3.37335560510884e-05 0.000131981995360758 196123811.435657
"447" 201117 2 12197 5 596 9.42527987137348e-05 3.14175995712449e-05 0.000108687912030253 196150541.425615
"448" 201118 2 12367 11 689 2.24285852634537e-05 9.75155881019726e-06 5.72091450198239e-05 196176827.012451
"449" 201119 2 12239 1 603 3.43411920521264e-05 8.5852980130316e-06 4.2926490065158e-05 196202657.86121
"450" 201120 2 12079 2 588 2.28534757017375e-05 0 3.80891261695626e-05 196228023.636933
"451" 201121 2 12090 1 591 1.78951928772888e-05 1.19301285848592e-05 8.52152041775659e-06 196252914.004666
"452" 201122 2 12136 1 550 0 2.98867866806625e-05 2.49056555672187e-05 196277318.629452
"453" 201123 2 12394 2 609 0 0 9.32147416638634e-06 196301227.176335
"454" 201124 2 11744 4 546 0 2.77281051262113e-05 0 196324629.310358
"455" 201125 2 12190 1 570 0 0 1.3772490836711e-05 196347514.696565
"456" 201126 2 12119 2 541 0 5.83725571638384e-06 5.83725571638384e-06 196369873
"457" 201127 2 12369 1 541 0 0 6.25889543953132e-06 196391697.949826
"458" 201128 2 11993 1 521 5.04603441187173e-06 0 1.51381032356152e-05 196412999.531685
"459" 201129 2 12253 1 536 9.87747935612993e-06 0 1.48162190341949e-05 196433791.795339
"460" 201130 2 12178 2 507 0 0 5.66235529045234e-06 196454088.790549
"461" 201131 2 12358 0 475 5.73955182883416e-06 8.60932774325124e-06 9.5659197147236e-06 196473904.567077
"462" 201132 2 12085 1 517 2.6718023593238e-05 8.90600786441267e-06 1.01782947021859e-05 196493253.174686
"463" 201133 2 12003 0 528 1.51320459229665e-05 6.05281836918662e-06 5.29621607303829e-06 196512148.663136
"464" 201134 2 11848 1 504 2.66356095299718e-05 0 1.59813657179831e-05 196530605.082189
"465" 201135 2 12340 2 510 2.64439703659266e-05 1.76293135772844e-05 4.89703154924566e-06 196548636.481608
"466" 201136 2 12086 0 541 2.70914866808213e-05 9.03049556027376e-06 0 196566256.911153
"467" 201137 2 11865 1 504 4.77138548817704e-05 0 1.43141564645311e-05 196583480.420586
"468" 201138 2 12096 0 574 2.63842933966055e-05 0 2.19869111638379e-05 196600321.05967
"469" 201139 2 11809 0 538 4.20217420430687e-05 2.33454122461493e-06 1.77425133070734e-05 196616792.878165
"470" 201140 2 12387 3 586 2.85790511139924e-05 7.14476277849811e-06 2.23273836828066e-05 196632909.925834
"471" 201141 2 12013 1 564 9.01838136416026e-06 0 2.70551440924808e-05 196648686.252438
"472" 201142 2 11828 1 562 2.60304757742037e-05 5.20609515484073e-06 2.23118363778889e-05 196664135.907739
"473" 201143 2 12024 2 621 7.54844243597152e-05 0 3.77422121798576e-05 196679272.941499
"474" 201144 2 12327 2 570 4.8895348379504e-05 3.25968989196694e-06 3.04237723250247e-05 196694111.403479
"475" 201145 2 12446 1 590 7.41158847842557e-05 5.29399177030398e-06 4.36754321050078e-05 196708665.343441
"476" 201146 2 12096 0 620 5.3574879897917e-05 0 3.44409942200895e-05 196722948.811147
"477" 201147 2 11718 4 537 0.000146866117676237 1.33514652432943e-05 7.32423236203573e-05 196736975.856358
"478" 201148 2 12119 2 608 8.91676273165793e-05 6.60500943085773e-06 5.52534442773675e-05 196750760.528836
"479" 201149 2 12258 0 569 0.000185092744555396 2.50125330480265e-05 6.87617272156657e-05 196764316.878343
"480" 201150 2 12259 5 657 0.000160735502760805 8.68840555463808e-06 4.72810906926817e-05 196777658.954641
"481" 201151 2 12496 4 631 0.000330448939393318 2.36034956709513e-05 7.08104870128538e-05 196790800.807491
"482" 201152 2 12404 5 666 0.000330498899437243 1.34897509974385e-05 2.26308322654396e-05 196803756.486654
"483" 201201 2 12792 5 729 0.000195136316047691 2.58854296797957e-05 2.89864584560638e-05 196816540.041894
"484" 201202 2 12556 2 699 0.000183854448946651 3.24449027552913e-05 6.97739844199813e-06 196829165.522971
"485" 201203 2 12550 2 664 0.000242389034026749 5.57365158457231e-05 1.88687056881312e-05 196841646.979647
"486" 201204 2 12237 5 628 0.000384776826329572 0.000106624903681689 5.34132315229632e-05 196853998.461683
"487" 201205 2 12139 1 624 0.000574720097961538 0.000163497958902851 8.44727129745321e-05 196866234.018842
"488" 201206 2 12622 7 695 0.000644008289365414 0.000231516904025035 6.45879241025741e-05 196878367.700885
"489" 201207 2 12417 4 666 0.000905854719724637 0.000340404696347463 0.00010986308902013 196890413.557574
"490" 201208 2 12543 9 704 0.00129867098384963 0.000459529732746791 0.000105703449895576 196902385.638671
"491" 201209 2 12446 11 660 0.00153190964586179 0.000583741673450026 0.000164770351971325 196914297.993936
"492" 201210 2 12506 21 652 0.00181949382799639 0.000608045131294712 0.000205487515922776 196926164.673133
"493" 201211 2 12527 22 620 0.00191757022858292 0.00071706840731683 0.000329793021934005 196937999.726022
"494" 201212 2 12175 13 670 0.00136996890895675 0.000503665040057629 0.000361990101061812 196949817.202366
"495" 201213 2 12138 7 646 0.0010463929723418 0.000364652096422143 0.000413427217599627 196961631.151926
"496" 201214 2 12181 10 653 0.00093778394653476 0.000342034213376548 0.000509348285304752 196973455.624463
"497" 201215 2 12367 6 615 0.000715255708480495 0.000200702637596222 0.000439660006116824 196985304.66974
"498" 201216 2 12323 7 634 0.000643033982757324 0.000115895659683006 0.000468750661507263 196997192.337518
"499" 201217 2 12314 8 612 0.000532741920806159 9.28632705992388e-05 0.000464366740012254 197009132.677559
"500" 201218 2 12331 2 634 0.000460843269771175 7.32789651579606e-05 0.000359869590909701 197021139.739625
"501" 201219 2 12048 1 591 0.000421513426415762 4.17536884657123e-05 0.000427323976657912 197033227.573477
"502" 201220 2 12154 3 552 0.000295093744831158 3.78836564310271e-05 0.000517519093527975 197045410.228876
"503" 201221 2 12252 3 581 0.000270582768653233 3.97915836254754e-05 0.000497394795318443 197057701.755586
"504" 201222 2 12028 2 547 0.000311425044417286 1.00459691747512e-05 0.000629730889639197 197070116.203366
"505" 201223 2 12194 1 551 0.000179392083861705 1.66876357080656e-05 0.000531593906389156 197082667.62198
"506" 201224 2 12271 1 542 0.000227109568999099 9.46289870829578e-06 0.000532288052341638 197095370.061189
"507" 201225 2 12278 1 557 0.000125908214300468 3.70318277354319e-06 0.000328657471151958 197108237.570754
"508" 201226 2 12145 2 513 0.000117483578030796 0 0.00041653268574555 197121284.200437
"509" 201227 2 12620 4 520 0.000100122907255252 6.67486048368348e-06 0.000213595535477871 197134524
"510" 201228 2 12294 0 524 8.10001829558436e-05 7.59376715211033e-06 0.00014591944723663 197147967.817424
"511" 201229 2 12182 1 546 5.37448172060797e-05 0 0.000107489634412159 197161613.693568
"512" 201230 2 12162 0 541 7.3144887890455e-05 0 7.3144887890455e-05 197175456.46751
"513" 201231 2 12329 0 514 6.4129464697582e-05 1.00202288589972e-06 9.22696074099324e-05 197189490.978329
"514" 201232 2 12446 1 541 6.07324334164079e-05 9.95613662564064e-07 6.68720510022196e-05 197203712.065103
"515" 201233 2 12052 1 484 8.19685823917577e-05 6.30527556859675e-06 7.89818729118961e-05 197218114.56691
"516" 201234 2 12032 2 524 9.74044560649709e-05 8.11703800541424e-06 6.71500416811542e-05 197232693.322828
"517" 201235 2 12214 0 531 5.66048819184131e-05 0 5.66048819184131e-05 197247443.171937
"518" 201236 2 12316 1 547 7.23593383958789e-05 2.19270722411754e-06 0.000116487571281244 197262358.953314
"519" 201237 2 12151 0 558 4.69180145477716e-05 0 0.000136488769593517 197277435.506037
"520" 201238 2 11887 1 538 6.93632876332716e-05 8.25753424205614e-06 0.000147071030921674 197292667.669186
"521" 201239 2 12086 0 534 5.20610101228259e-05 9.11067677149452e-06 0.000167202610844476 197308050.281838
"522" 201240 2 12236 0 563 5.12127669571698e-05 7.09099850176197e-06 0.000139281217485226 197323578.183071
"523" 201241 2 12311 2 584 9.06842725111844e-05 8.77589733979204e-06 0.000195711947126115 197339246.211965
"524" 201242 2 12190 1 555 0.000166433697066902 4.05935846504638e-06 0.000229390656533894 197355049.207597
"525" 201243 2 11930 0 589 0.000185392819404664 2.50530837033329e-06 0.000232484124196183 197370982.009045
"526" 201244 2 12500 0 609 0.000295692687833858 6.68232062901375e-06 0.000285194610254754 197387039.455389
"527" 201245 2 12718 3 607 0.000396411338642814 6.07526955774428e-06 0.000377718201542062 197403216.385706
"528" 201246 2 12480 4 579 0.000780008704040134 1.66846781612863e-05 0.00049226582965291 197419507.639075
"529" 201247 2 12127 1 578 0.00172517998176109 1.26851469247139e-05 0.0008593416971868 197435908.054573
"530" 201248 2 12456 5 636 0.00194993052039515 3.59531657773509e-05 0.000952477128477718 197452412.47128
"531" 201249 2 12996 15 652 0.003835662176208 8.30743664401485e-05 0.00140002724344182 197469015.728274
"532" 201250 2 12912 11 675 0.00509459255408423 7.45446234920351e-05 0.00182939260585266 197485712.664633
"533" 201251 2 13005 25 676 0.007402516036115 0.000115077184571585 0.00281154967339935 197502498.119436
"534" 201252 2 13170 38 767 0.0104885802294707 0.000240548651194269 0.00403507577679951 197519366.93176
"535" 201301 2 13853 59 893 0.00887081628842894 0.00022484326516802 0.0027745033458454 197536313.940684
"536" 201302 2 13856 72 896 0.00844116263142289 0.000271009942840773 0.00238701186757836 197553333.985287
"537" 201303 2 13431 76 844 0.00785795393640062 0.000289110334989523 0.00233896768320568 197570421.904646
